Uniprot,Means.2Moderate,Means.3Extreme,Means.4Recovery,Means.5ControlA
Q9LRE6,-0.057265732,-0.084678938,-0.041252395,-0.032439134
Q53JI9,-0.006318686,0.098405166,0.04276698,-0.022323651
Q53L24,-0.013738144,0.007226362,-0.004441125,0.021223628
B9GAE8,0.030470516,0.028049191,0.058640685,0.014340727
A3CBA1,-0.025267771,-0.041065876,-0.002004591,-0.016173344
Q2R427,-0.032256383,-0.042751426,0.063373019,-0.056602161
Q2R330,0.005252768,0.050388549,0.004689934,-0.015200201
Q0ISB3,-0.105458475,-0.006695502,0.001960126,-0.03843301
Q2R2B1,0.043319491,-0.035195749,0.070164489,0.049539163
Q2R1L5,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Q2R0N3,0.364936682,0.38306455,0.090495558,0.298898796
B9G8Q8,0.014338763,-0.004161413,0.027357785,0.034484477
Q2QYK4,0.044664346,0.038500554,0.042049956,0.00647239
B9GBR2,0.008447132,0.049818465,-0.027406804,-0.019767323
B9G9B0,-0.013230896,0.012664705,-0.039925741,-0.036185371
Q2QX58,-0.002453893,-0.023462367,0.010067087,-0.011115826
Q0IPS1,-0.041334013,0.000967206,0.02153906,-0.046675602
P0C0L0,-0.003974034,0.036992621,-0.005749753,-0.010459131
Q2QWN3,0.059199864,0.003212443,0.043291071,0.026539648
Q2QWN1,0.006625877,-0.107151688,0.017603716,-0.050222044
Q2QW32,-0.083989259,-0.222694806,-0.185131672,-0.034033284
P37890,0.014456501,-0.033238431,-0.004823885,0.027757725
B9GCP8,-0.049093354,-0.023329573,-0.048998122,-0.054001405
B9GCQ8,-0.071192652,-0.104331737,-0.083867539,-0.051776414
Q2QT46,-0.088146499,0.089050866,-0.081859866,-0.074103719
B9GD55,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Q2QQM3,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
B9GDC3,0.024108019,0.004420253,0.04327943,0.022352606
B9GDI1,0.002942038,-0.033230265,0.024379728,-0.009062766
Q2QNJ8,-0.028690758,-0.005848337,-0.009637188,-0.023501753
Q9XGX7,-0.029465955,-0.015294017,-0.060200245,-0.042901553
Q0IMD7,-0.069100996,-0.090622053,-0.031452776,-0.135757086
Q2QN04,0.022569398,-0.018010045,0.010541931,0.050580758
B9GE20,-0.059162992,0.050202771,-0.029281541,0.009614766
Q2QME5,0.002023074,0.022057392,-0.02197877,-0.006665399
Q2QMC5,0.01055445,0.025651443,0.003176218,-0.038061109
B9EZ83,-0.039645846,0.0107816,-0.014124703,-0.018663429
B9EZ91,0.010431937,-0.001907456,0.006857817,-0.019095163
Q9LGA5,-0.053956504,0.00142412,-0.03259255,-0.013727494
Q0JQX6,-0.004253367,-0.000916328,-0.026368899,-0.039328889
Q9ARP1,-0.020098994,0.007945778,0.011205781,-0.003523507
Q0JQG3,-0.013609737,0.079245903,-0.044698657,0.035833479
B7EQA6,-0.049925247,0.005250764,0.036580299,-0.067164775
Q94E46,0.042568203,-0.009025769,0.017149886,-0.018622894
Q5SNI3,0.025570648,0.075965987,0.042214794,-0.002287368
B9ETX7,0.001233435,0.107482948,-0.028271545,0.02103915
B9EU24,0.110231175,0.022242697,0.004544669,0.008260851
B9EUH0,-0.003689325,-0.000505994,-0.04333483,0.00595069
B9EUK1,-0.024079322,-0.023904226,0.016328467,-0.011930407
Q5NA77,0.071527887,0.115634513,0.061535243,-0.002252474
Q9XHY6,0.009376373,-0.052493157,-0.018647577,-0.038230431
B9EUP7,-0.001370657,-0.077053922,-0.005194915,0.000580015
B9EV21,-0.038703473,0.008672265,-0.039812172,-0.012717409
Q5NB99,0.04708893,0.071262706,0.052616207,0.051173806
A2ZRR6,0.033665132,-0.032269611,-0.032887887,0.052187361
Q5NBQ0,0.040380786,0.010820761,0.015967284,0.005585205
B9EV87,0.040971216,0.037926385,-0.026904207,-0.015803102
Q5ZDE5,0.028751214,-0.021690625,0.031252885,0.015146196
Q5ZCV1,0.011190831,-0.033168026,-0.012657153,0.000665183
Q5VP08,-0.007881735,0.211340323,0.105877676,0.054173671
B9EX61,0.057137182,0.026506194,0.039366132,0.037736491
B9EX70,0.014710983,0.033811171,0.036764043,0.082272333
B9EX81,-0.010806786,0.066419268,0.042210327,-0.020430543
B9EXC4,0.028991274,-0.10529201,0.029263182,-0.054454783
B9EXJ7,-0.050930601,-0.030858264,-0.024115203,-0.024258298
Q8LQJ8,0.043863253,0.119520197,0.018821887,-0.006244625
Q8W0A1,0.042119392,0.019894905,0.054390234,0.052322185
Q5ZC74,-0.001431503,0.067156136,-0.041021156,0.001983906
Q5ZD35,-0.041301012,0.035458965,-0.019818585,-0.010431806
B9EXV3,-0.032503754,0.045975081,-0.106342725,0.038104763
Q5ZBN0,0.020132391,-0.022682343,-0.009112142,0.013694471
Q0JL78,-0.018518277,0.034753009,0.030445754,-0.015855872
B9EY56,0.00437883,0.018156689,-0.006968064,0.020112072
B9EYE7,0.008205531,0.004125196,0.015995058,0.026305566
Q8W0I1,0.032216002,-0.024767003,0.016249208,0.05102485
B9EYY5,0.00801919,-0.047777684,-0.00958648,-0.05798892
B9EZ19,0.01147643,0.035009544,0.001379358,-0.00063607
B9EZH0,-0.033171797,0.081541557,0.045907532,-0.033149868
Q5JNL2,0.035714767,0.064549908,0.04289572,0.039681286
B9EZL4,0.023291821,0.032762042,0.085965542,0.022892654
Q8LR39,0.028220935,-0.034250124,-0.011147578,0.004745052
Q5ZAP0,0.032550067,0.071196787,0.024104026,-0.05239494
Q8S1J0,-0.050715938,-0.058341182,-0.010399142,-0.028639038
B9ETR7,-0.021759899,-0.028469491,0.017482512,-0.023353964
Q5N755,-0.033393371,-0.041657225,-0.016911469,-0.011073519
Q5QM65,0.027695061,0.034335961,0.05588668,0.15410642
Q5QLS2,-0.0200387,0.009736697,-0.084189456,-0.046370668
B9EU97,0.017546386,0.010777091,-0.004959442,-0.005717222
B9EUB3,-0.01723746,-0.070145514,-0.04090745,-0.033181212
B9EUR8,0.024801046,0.009666739,0.031007923,0.047550452
Q5N890,-0.016077784,0.017436589,-0.027728619,-0.066458361
O48653,-0.023505811,-0.075469318,-0.01636125,-0.071289308
Q5N863,0.072470451,0.003821025,0.093024181,0.071231572
Q5N6W1,0.028273709,0.00648105,0.002441677,0.003826171
B9EVG3,0.042171623,-0.002792954,0.020282857,0.038500214
B9EVI2,-0.007957065,-0.025846977,-0.045088376,-0.0600854
B9EW05,0.124858416,0.041350451,0.021297219,0.054979743
Q6Z2Z3,0.004720505,-0.051300486,-0.074230428,0.02625445
A3A295,0.028005736,0.022115668,0.005064928,0.02267626
Q6Z7C5,-0.048898648,0.011234716,-0.003474724,0.002545456
B9F239,0.005953111,0.01939883,0.024923486,-0.006485514
Q6Z728,0.034923461,0.028756594,0.034720236,0.050407629
B9F270,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Q6Z2N4,-0.069450448,-0.015026895,-0.046246602,-0.062269703
B9F2A1,0.002976893,-0.049543445,0.036199059,0.014620763
B9F2M6,-0.009980304,-0.008848682,-0.031209278,-0.014337217
B9F2Q7,-0.024984033,-0.091516585,-0.049831373,-0.046276031
B9F2S6,0.045708462,-0.047373997,-0.008237702,0.000411505
B9F3B6,0.005415489,0.074486333,0.041816078,0.001210317
B9F3C5,-0.009435373,0.029656757,-0.056096676,-0.050114911
Q6H7L8,-0.021422716,0.035365856,-0.117665562,-0.049854714
B9F3W5,-0.000385934,-0.027685246,0.035640604,-0.022030684
B9F4C9,-0.049551587,-0.011318651,-0.040837012,-0.009552061
B9F518,-0.063675728,-0.264671701,-0.062269779,-0.110662035
Q6K8A9,-0.032473604,0.002500567,-0.033337535,-0.014165487
Q8S5K1,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
B9F5B9,-0.071550314,-0.077826935,-0.067034033,-0.075355046
Q6EQW2,-0.006747295,-0.01179823,-0.010211923,0.005694694
B9EZX4,0.053256614,0.040818236,0.013004412,0.023814444
B9EZZ2,0.037888275,0.052342329,0.043821401,0.026912969
B9F026,0.041046394,-0.02562746,-0.011787712,0.022195567
Q0E100,0.04896939,0.038757942,0.070174817,0.035332994
B9F0B8,-0.019087731,-0.010539816,-0.002536416,-0.027163768
Q69SU2,-0.032084259,-0.097170106,-0.035174085,0.040810046
A3A813,0.062803732,0.054740989,0.087563784,0.022216068
B9F0Z3,0.032129127,0.010530413,0.048231218,0.019744022
Q6K635,-0.011953394,-0.050479325,-0.008926192,-0.0229859
Q6EU14,0.005760922,-0.007052555,-0.014496628,0.006471941
Q6EPQ1,-0.001149532,-0.060109397,0.00388761,-0.009538128
Q6YV10,-0.025123504,-0.11507658,-0.019931825,-0.029759596
B9F2C1,-0.102199501,-0.043768562,-0.133753771,-0.091925761
Q6Z2J8,0.031203297,0.007750033,0.034110329,-0.009493045
Q6Z5P1,0.161085144,0.082955228,0.103947202,0.118421275
B9F2X6,0.055532248,0.029814732,0.011756893,0.03468099
Q6Z2V3,0.000241218,-0.025437991,0.045216757,0.025725522
B9F2Z5,0.017285831,0.061628793,0.048137413,-0.007095275
Q6Z8I7,-0.057357123,0.01693046,0.006665555,0.011533253
Q6YZ52,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
B9F3Z9,-0.008475787,-0.033372085,0.00376092,-0.024652794
Q69IK7,-0.029807941,-0.069308696,-0.003311442,-0.048239011
Q6K837,-0.072370647,0.042493604,-0.046714677,-0.034722935
Q6K6C2,0.056947122,0.083784557,0.0377919,0.007464685
B9F4J8,-0.144146673,-0.150754774,-0.139979858,-0.093226554
Q6K9X3,0.005196803,0.007197051,-0.040967162,-0.014935223
Q10SV7,0.048473209,-0.017279576,0.039002022,0.008736662
B9FAG7,0.015606834,0.032690397,0.001120872,0.004571883
Q8H046,-0.051266094,-0.059318365,-0.072183704,-0.087939103
Q9AYT6,-0.034763405,-0.048793957,-0.012228504,-0.055322882
Q10S26,0.028869252,-0.022825007,0.049106604,-0.015671754
Q2R1J8,-0.037108168,-0.014160219,-0.04026477,-0.040707558
Q10RI6,0.010346637,-0.012286141,0.007478065,-0.020373414
B9FBM2,0.014492046,-0.112967346,-0.017378758,0.105097981
Q10QD1,0.02409142,0.08927893,0.052985134,0.010095284
Q8H069,-0.032247417,-0.110561465,0.019463587,0.010752542
B9F6P5,-0.018304911,-0.028338379,-0.01976001,-0.004969039
Q10NQ3,-0.075372397,-0.058810144,-0.046347095,0.010974396
Q10NM7,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Q84QA8,-0.044263321,-0.075947811,-0.065404175,-0.044069594
A3AGJ5,-0.01547015,-0.032393901,-0.03047572,0.011687458
Q8W3J0,0.030307008,-0.119355529,-0.044803471,-0.021904406
B9F7D0,0.042529232,0.024191321,0.06431067,-0.00393976
Q10N28,0.059511502,-0.036606057,0.028826186,0.001516049
E9KIN1,-0.003976199,0.12384573,0.049003134,-0.005897848
Q10MS3,-0.024118285,-0.062064961,-0.03238059,-0.005295461
Q6QHA4,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
B7FA23,-0.067783944,-0.032942536,-0.088629182,-5.67685E-06
B9F870,0.042643699,-0.014494338,0.02991843,0.024128178
Q10LV9,-0.048409806,-0.122908492,-0.132937815,0.004729913
B9F8I3,0.056415868,0.017440757,0.080749039,0.055151835
B9F8I8,0.032200493,-0.008768354,0.048508982,-0.004730632
Q6AVE6,0.007548652,-0.021917542,0.032763797,0.025184081
Q84MU4,0.004074981,-0.03039421,0.004024982,0.020093894
B9F8X2,-0.016561635,-0.02805639,-0.051051842,-0.033867392
Q7Y0F2,-0.098449227,-0.06712037,-0.112346044,-0.079962178
Q10JE0,0.015466185,0.047674093,0.052138364,0.030043256
Q75GT3,-0.004403274,0.102819769,0.016980793,0.000830233
B9FXB1,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Q8H8S2,0.05034932,0.075065875,-0.007162452,0.152826544
B9F9T3,-0.012258753,-0.01270352,0.016515993,-0.024056979
Q10G56,0.016935588,0.338109656,0.152403118,-0.030221789
B9EUI0,0.048187613,0.071917302,-0.031480102,0.051399617
B9FAN5,0.006643197,-0.023440474,-0.016145026,0.02177505
Q851S7,-0.007582822,0.003267194,0.01180738,0.017785499
B9FB85,-0.104309171,-0.079410826,-0.132157143,-0.028326713
Q6AVT2,0.006744116,-0.044893861,0.004948104,-0.021737523
B9F5Y3,0.02867289,0.009058255,0.008847572,0.002239527
Q9AY71,0.042397862,0.03091426,0.051002689,-0.005586099
Q10CS9,-0.07738756,-0.132660356,-0.130839532,-0.087490547
B9F6C9,0.019244694,0.027909134,0.006940517,0.003783413
B9F6F6,-0.013556582,0.032891507,0.075972735,-0.079068634
Q6F381,0.018351755,-0.147846228,0.002632814,0.039624804
Q75LJ4,0.176389331,0.431310041,0.284493232,0.522967802
Q10AT9,-0.073990761,0.108433317,-0.061322505,-0.078145646
C7IZL4,-0.050839392,0.070953183,0.021260508,-0.077302918
Q84M68,-0.167807919,0.027584933,-0.0941279,-0.018954055
Q84M73,0.026269769,0.065543655,0.060115795,-0.001729111
Q7XTB3,-0.048920723,-0.005351425,-0.025576715,0.015882044
Q7XXD3,-0.134184047,-0.245872653,-0.081795832,-0.062302667
B9FE37,-0.039038428,-0.010527413,-0.01793906,-0.029199762
B9FE54,-0.000965072,0.032363084,0.054727998,0.004198523
B7E914,0.015821966,0.055022594,0.076311938,-0.020979187
Q7XMI8,-0.044045114,-0.053300903,-0.068693254,-0.065195643
Q0JDT2,-0.004944718,0.018469748,-0.037606146,0.007587288
B9FEX0,0.008881696,-0.000157364,0.002849966,0.005725574
B9FF16,0.003984737,-0.096199306,0.037057358,-0.010243958
Q7XJY1,-0.050622447,0.28670057,-0.042159493,-0.149406429
Q7XQQ3,-0.125979284,-0.098672029,-0.000421202,-0.00205593
Q0JCY4,0.047946654,0.11151522,0.013873725,0.049908477
A3B9Z1,0.012464548,-0.010697779,0.01767509,0.002450584
Q7XUX5,-0.021541827,0.042295653,0.005765869,0.016732518
B9FFL9,-0.041021069,-0.102825418,0.005564823,-0.050855011
B9FFM5,0.034083622,0.14466275,0.097818174,0.014554814
B9FFV2,-0.028375051,0.045038938,0.006153261,0.006761083
Q0DPZ3,0.016968488,0.007865175,0.009711308,-0.03735358
Q0JBY9,0.020181748,0.016935029,-0.015058783,0.0212648
Q7XU95,0.0162914,0.029208991,0.001039942,-0.041009489
B7EPT4,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Q7XLZ5,0.001335099,-0.101974627,0.013469464,-0.006476642
Q7XPF8,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Q7XN11,0.005272231,0.091760995,0.032354384,0.004866083
D0TZT0,0.045683257,0.053380594,0.031972219,0.059120344
B9FDB8,0.031602078,-0.073734825,0.009730899,0.061517717
Q10RT8,0.019238561,0.018572805,0.02815495,0.019504646
Q9FW34,-0.100550972,-0.056124565,-0.064837068,-0.067554539
B9FM49,-0.032062525,-0.115495885,0.004299077,-0.012931361
Q69WX8,-0.108976142,-0.10345661,-0.038345473,0.112707542
B9FMR9,0.058769206,-0.057193647,0.031634862,-0.00160369
B9FN55,-0.032620391,-0.110722728,-0.083520047,-0.028656306
B9FND8,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
B9FNL6,-0.044109667,-0.007369153,-0.006102956,-0.020311955
B9FNP7,-0.004278348,-0.039239351,0.007036629,-0.02867982
Q2R1W1,-0.034167123,-0.086722242,-0.069298778,-0.081762927
B9FP49,0.027061769,0.030357811,0.002858335,0.01466302
Q6L4M6,0.15988359,0.137556702,0.040414234,-0.027028338
B9FP92,-0.03996131,-0.084679334,-0.010325039,0.017895575
B9FPF5,0.080532651,0.075539856,0.070107388,0.002729975
Q5WMR0,0.073226087,0.02348767,0.055317141,0.03380976
B9FPW2,-0.026459582,0.021372721,-0.067268384,-0.014812713
B9FJJ1,0.039719911,0.029316886,0.038117942,0.037225461
Q75KZ6,-0.020791492,-0.053918894,0.018609033,-0.099688077
B9FKY7,0.059883031,0.089380583,0.109611795,0.068532098
B9FL15,-0.113137645,-0.018477696,-0.040975131,0.007564277
Q0DFR7,0.020055884,0.100632122,0.057044644,-0.062842217
B9G7K8,-0.055415576,-0.111966685,-0.052585694,-0.060786819
Q6L4S0,0.008326104,0.081242319,0.03490585,0.052576262
Q5VME8,0.043986464,-0.007344096,0.011584746,-0.03280147
A0A1Q2,-0.026678474,0.033413908,-0.006546245,-0.025729867
Q5VS79,0.012872632,0.001550688,0.006160713,0.028112639
Q5VQ90,0.009238377,0.005862262,-0.006644141,0.033467341
Q658I3,0.031341381,0.01544641,0.027265011,0.022882291
Q5VP37,-0.028943512,-0.05513912,-0.019304099,0.015796678
Q5WA95,0.223384751,0.154537554,-0.076318949,0.122239434
Q5WA74,-0.00619114,-0.030432194,0.035119384,-0.043579892
B9FRN8,0.002376058,0.011137231,0.008234232,0.009434024
B9FRQ2,0.003829279,0.05876212,0.023573498,0.019701272
B9FRS2,0.058030016,0.093042827,0.096752895,0.066229181
Q5SMU8,-0.000145093,0.022540349,0.012721197,-0.007193036
Q2R0I9,0.008247307,-0.007082632,0.042759596,0.014873726
B9FS74,0.001361445,-0.04220567,-0.016946271,0.001147438
B9FS99,0.057913047,-0.104213981,0.040344604,0.029271685
B9FSC3,-0.015916295,-0.076961498,0.073770474,-0.046951705
B9FSK5,-0.045807064,0.025317652,-0.009531731,0.006817379
B9FSW2,0.002344195,0.087607635,0.034288548,0.020127315
Q5Z4E0,-0.000519583,-0.009936106,0.002809734,0.03492977
Q0DCN0,0.019917855,-0.043298182,-0.037119626,0.001024259
B9FTG2,-0.024469912,-0.037953329,-0.030659802,-0.031806115
Q656J2,0.05337723,0.186907728,0.057893494,0.065192813
B9FTH2,-0.018285294,-0.041698743,-0.058421723,0.017419642
Q5Z7I8,-0.020102208,0.009050852,-0.022033972,-0.012024048
B9FTS9,0.000174859,-0.017244128,-0.003066154,0.0226722
Q6L4M4,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Q69X86,0.110272143,0.023353794,0.077516307,0.052307441
Q69UF2,-0.004987277,0.027409557,-0.001222268,0.012205892
Q0DAW9,0.227841801,0.081592214,0.076789024,0.128541755
Q69TY5,-0.026545281,-0.067320238,-0.008322909,-0.017508559
B9FQ68,0.001890137,0.02288184,0.003817186,-0.001144298
Q67UQ2,0.025005501,0.046287356,-0.002213917,-0.086718596
Q655Y9,-0.016190717,-0.034282197,0.017741131,-0.007509077
Q653V7,-0.107039137,-0.075435272,-0.127179423,-0.043761914
B9FQH6,-0.119487363,-0.127818586,2.45174E-05,-0.076089466
Q5Z9P5,0.044374595,0.071705891,0.044241657,0.048422019
Q5Z974,-0.007736121,-0.011918711,0.000462058,-0.026780206
B9FR10,-0.04080651,-0.002225101,0.100432565,-0.025001566
B9FV62,-0.010822044,0.015959021,0.017592348,0.018161548
A3BG45,-0.161789762,-0.111307738,-0.061978645,-0.051979583
B9FVK5,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
B9FVM5,-0.006749177,-0.02968448,0.00701479,-0.018872069
B9FVP4,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
C7J528,0.057807947,0.101399279,0.065205358,0.022037196
Q6Z4E4,0.023482194,0.027124666,0.017018204,0.008949909
B9FVY5,-0.053935336,-0.049399777,-0.095830957,-0.016597095
Q6Z4H7,-0.07032462,-0.002620919,-0.084942194,0.000170245
Q69S66,-0.016942152,0.100737237,-0.024681403,-0.00748295
B9FW32,0.037765068,0.009719574,-0.036886196,0.03760783
Q0D7W3,0.02063231,0.083514901,0.026160258,0.061832346
B9FWQ7,0.022536614,0.019845784,0.022504918,0.006142621
Q7X990,0.00973111,0.000190669,0.023062591,-0.008753754
Q8GTK9,-0.009117011,-0.03152152,-0.019315545,-0.024962177
Q7F190,0.005797483,-0.019902436,-0.016594693,0.031276193
Q7XHY3,0.007716419,0.022445656,0.048739012,0.036088109
B9FXP9,0.021741968,0.153529843,0.067466268,0.06702815
B9FCG5,-0.006273611,-0.009706148,0.02817761,0.003151499
Q6ZL16,0.024550721,0.037787515,0.031919781,0.005577614
Q6ZL94,0.010508718,0.014463099,0.005588326,0.010406135
B9FY56,0.023773531,-0.03088229,-0.018405716,0.003592855
Q6YSF3,0.033058372,0.054870052,0.038207381,0.035557362
Q8H3I4,0.045122625,-0.007125535,0.027859112,0.054276974
B9FU86,0.024134883,0.011082242,0.022037541,0.00956567
Q8LI32,0.000187108,0.023963812,0.030572963,-0.022698602
F2ZBU6,0.037848394,0.043863038,0.043026246,-0.011289876
B9FUC9,-0.057716861,0.037862465,-0.00976529,-0.04217643
B9FUE5,-0.068582064,-0.004423729,-0.077096115,-0.024633712
B9FUF9,0.035752973,0.002951155,0.059798539,0.047935954
Q8LIB1,0.021200234,-0.06623725,-0.00979844,0.006570172
Q8GTK2,-0.103954187,-0.080559019,-0.072451463,-0.021037076
B9FUS0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
B9FUS5,-0.021658513,0.124962731,0.02510706,0.000189076
B9FUX8,-0.085784199,-0.042828434,-0.141292882,-0.048285583
Q6Z1Y4,-0.02536851,-0.047518443,-0.01344249,-0.038156463
B9FYS4,-0.049672111,0.010782521,-0.051303142,-0.030245309
Q6ZJW5,-0.011700794,-0.070731129,-0.035985538,0.007714366
B9FZ57,-0.008002908,-0.11627316,-0.02811846,0.069450196
B9FZ73,0.010346006,0.000568655,0.001189854,-0.007742693
B9FZA2,-0.096455995,-0.089458012,-0.015204011,-0.014234083
Q6Z4U6,0.049914674,0.037213814,0.031660645,0.039163851
A3BQ57,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Q0J7M1,-0.016247592,-0.089608021,0.027061033,-0.018660889
B9FZD5,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Q6Z1J6,-0.005309717,0.055722311,0.010627742,-0.022593378
Q6ZKK5,0.000835194,-0.019849797,0.008606237,-0.012575363
B9FZL3,-0.076179099,-0.03089459,-0.062356638,-0.034288959
Q6ZCR7,0.052330694,0.074615444,0.044308149,0.050410864
Q0J709,-0.014378246,-0.027127116,-0.038591359,-0.048957516
B9G0A9,-0.057243161,-0.070777449,-0.03483577,-0.021624612
B9G0B8,-0.062555316,-0.071428911,-0.055772632,0.003115363
Q84QU2,-0.031175204,-0.063478336,-0.002593392,-0.039823101
Q6ZAC7,0.032515663,-0.006381374,0.011632778,0.001509276
Q0J4P9,0.022243167,0.003882427,0.030727798,0.041489365
Q0J4K2,-0.173801261,-0.029664064,-0.031882793,-0.052942662
B9G1U0,0.025591906,0.083320227,0.009295783,-0.003615413
Q6YZE2,-0.058457092,-0.124281674,-0.051693763,-0.055949385
Q69U94,0.002171645,0.057868408,-0.00275379,0.024872275
Q6ZIT8,-0.001304055,0.217467001,0.110583912,0.037519541
Q6ZBH2,0.043318262,0.159056915,0.093029133,0.012674854
B7E640,0.033786144,0.073167911,0.015585321,0.020373748
B9G8S9,0.016902496,0.014558187,0.0315613,-0.041759186
B9FYJ0,-0.013127521,0.027456041,0.045733269,-0.00539819
B9FYL3,0.047496966,0.011449765,0.037991499,0.008425539
Q6Z1N7,0.018285872,0.02339083,1.96459E-05,0.014051137
B9G259,0.037954604,0.076541469,0.023031317,0.03635577
Q6K439,0.13528377,0.272370713,0.208033408,0.048608536
A3BWA7,-0.007527133,-0.041568971,-0.026254984,-0.043941981
B9G2A8,0.027321682,0.02681284,0.011234048,-0.001936788
Q6K471,0.003757204,0.030573385,0.025082411,0.012102457
Q6K2A4,0.009090006,0.046148891,0.078567185,-0.010214356
Q6ES51,0.014072834,0.10273296,0.018637144,0.016763143
B9G3I1,0.030384435,0.002642296,0.032441223,0.036439871
Q69N33,0.042498137,0.018664374,0.055809718,0.021274578
B9G3J9,0.025716467,-0.02217083,0.02304929,-0.034301606
B9G3M6,0.021855072,-0.047106006,-0.016056828,-0.032551638
Q69MK0,-0.004482782,0.027837444,0.063651803,0.044141114
Q69PH2,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
B9G3T2,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Q67UZ0,0.00348128,0.055588038,0.000834311,-0.003945915
B9G434,-0.044229229,-0.01066282,-0.081221405,-0.037908007
B9G4B3,0.041383546,0.127539748,0.010850572,-0.002326503
Q0J0N3,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
B9G505,-0.057718711,-0.01519584,0.029586139,0.04613508
Q650W4,0.03176712,-0.020982312,-0.023406808,0.017639158
Q5JJI4,0.03602205,0.005543368,0.029546692,0.014981688
Q0J6N4,0.059091432,0.009569213,0.037971514,0.065963946
Q0E3C3,0.137289133,0.050256962,0.10178292,0.04164226
B9G7C5,-0.099064696,0.023492071,-0.036111488,-0.113025712
B9G7U1,0.04765071,0.075047495,0.03611884,0.049718181
B9G7X4,0.05738805,0.037923908,0.065451767,0.131296684
B9G7Z7,0.124436006,0.015278667,-0.045067072,0.096805586
B9G5Q4,-0.006414123,0.004207583,-0.00579453,-0.001984241
B9G5S1,0.033381748,-0.011224094,0.014720992,0.036678694
B9G5W2,-0.000111091,-0.042016556,-0.013239985,-0.017962338
B9G628,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
B9G6E5,0.008539232,-0.078940891,-0.009528922,-0.040417207
B9G6K2,-0.209662396,-0.238581457,-0.224840431,-0.116009024
B9G6R6,0.008653398,-0.100862539,0.018453971,0.024136716
B9G6W4,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
B9G6Z4,0.009239164,0.030632818,-0.022803485,0.033745131
Q336Q4,0.053308898,0.039237073,0.010565805,-0.00712895
B9G744,-0.006082102,0.005267181,-0.018366917,-0.001150716
B9G748,-0.038131645,-0.062876646,-0.082221379,-0.028403174
B9G754,0.023318704,-0.067241474,-0.020320102,0.003033956
B9G759,0.016319753,0.027079481,0.005050421,-0.017361631
B9G767,-0.187057978,-0.084371638,-0.077188648,-0.290823598
B9G947,0.020023392,0.094057254,0.034983848,0.037980145
B9G9C5,-0.183990697,0.033181334,-0.1359223,-0.07226945
B9G9E4,-0.079988424,-0.025308243,0.024597076,-0.079516878
B9G9F9,-0.028386086,-0.058332331,0.015560275,-0.032188874
B9G9I0,0.065065341,0.000953352,0.056899532,0.078887594
B9G9W3,0.063736588,-0.037928559,0.031648925,0.028184033
B9G9Y2,0.032433858,0.283816353,0.104006998,0.057470885
B9GAA6,0.062909941,0.172160235,0.077860664,0.013465674
Q2R480,-0.016593376,0.000694221,-0.019095179,-0.045117978
B9GAQ9,0.021965488,-0.087577401,-0.051469209,0.265290795
Q2R2Z4,-0.025713661,-0.098235302,0.013971342,-0.063034657
B9GB96,0.054423958,0.06791878,0.071105421,0.075078825
B9GBA5,-0.013185285,0.043747825,-0.00973169,0.001942136
B9G898,0.064103991,0.104415567,0.112254354,0.090275011
B9G8H8,0.006260526,-0.10527635,-0.021811556,0.035875139
B9G8L2,0.014736296,-0.01869052,0.005323921,0.022389299
B9G8W3,-0.008325009,-0.030013934,-0.029611968,-0.029115964
B9GBF6,-0.04635437,-0.216875989,0.041289468,-0.026293323
B9GC00,0.009514294,-0.070400842,0.000718603,-0.015506057
B9GCG4,0.031907984,0.078755344,0.044318676,0.001721476
B9GCR7,-0.026370538,-0.033418459,0.016271446,-0.013878295
B9GCT2,-0.002621528,0.031872281,0.019223443,0.042513212
B9GCX0,0.005430171,0.047728314,0.006075936,-0.006420168
B9GCX4,0.08126871,-0.018698706,-0.02494482,-0.040012539
B9GD70,-0.031069915,-0.00676184,-1.79631E-06,-0.009575632
B9GDE6,-0.062424124,-0.105777444,-0.091051834,0.007382847
