"Protein","x"
"P25446","mmu04010 mmu04060 mmu04115 mmu04210 mmu04650 mmu04668 mmu04932 mmu04940 mmu05010 mmu05142 mmu05143 mmu05161 mmu05162 mmu05164 mmu05168 mmu05200 mmu05205 mmu05320 mmu05330 mmu05332"
"Q61160","mmu04210 mmu04620 mmu04622 mmu04668 mmu05010 mmu05142 mmu05152 mmu05161 mmu05168 mmu05200"
"O35613","mmu04010 mmu05014 mmu05168"
"P41047","mmu04010 mmu04014 mmu04060 mmu04068 mmu04151 mmu04210 mmu04650 mmu04722 mmu04932 mmu04940 mmu05142 mmu05143 mmu05161 mmu05162 mmu05164 mmu05168 mmu05200 mmu05205 mmu05320 mmu05330 mmu05332"
"P20489","mmu04071 mmu04664 mmu05310"
"P20491","mmu04071 mmu04611 mmu04650 mmu04664 mmu05152 mmu05310"
"P20693","mmu04640 mmu05169"
"P26151","mmu04145 mmu04380 mmu04640 mmu04666 mmu05140 mmu05150 mmu05152 mmu05202 mmu05322"
"P08508","mmu04145 mmu04380 mmu05140 mmu05150 mmu05152"
"P08101","mmu04145 mmu04380 mmu04662 mmu04666 mmu05150 mmu05152 mmu05162"
"A0A0B4J1G0","mmu04145 mmu04380 mmu04650 mmu05140 mmu05150 mmu05152 mmu05322"
"P62862","mmu03010"
" P35545","mmu03010"
"P26323","mmu05202"
"P39688","mmu04071 mmu04360 mmu04380 mmu04510 mmu04520 mmu04611 mmu04650 mmu04660 mmu04664 mmu04725 mmu05020 mmu05162 mmu05416"
"Q921N8","mmu05166"
"Q8BMP4","mmu04915"
"Q6PCP7","mmu04080"
"Q9ES90","mmu04080"
"Q9QY42","mmu05012"
"P30731","mmu04080"
"Q9WVL4","mmu04062 mmu04144 mmu04744"
"Q99MK8","mmu04062 mmu04144 mmu04724 mmu05032"
"Q3UYH7","mmu04062 mmu04144 mmu04724 mmu04740 mmu05032"
"O70291","mmu04062 mmu04144 mmu05032"
"Q8VEB1","mmu04062 mmu04144 mmu05032"
"O70293","mmu04062 mmu04144 mmu05032"
"Q68FF6","mmu04144 mmu04810"
"Q9JLQ2","mmu04144"
"Q8R080","mmu04115"
"Q7TQP3","mmu04024 mmu04911"
"Q6IR34","mmu05030"
"O88495","mmu04080"
"Q8R050","mmu03015"
"Q149F3","mmu03015"
"Q9CY66","mmu03008"
"Q08369","mmu04022 mmu04919"
"Q8K0C9","mmu00051 mmu00520 mmu01100"
"Q922H4","mmu00051 mmu00520 mmu01100"
"Q8BTZ7","mmu00051 mmu00520 mmu01100"
"P47806","mmu04024 mmu04340 mmu05200 mmu05217"
"Q0VGT2","mmu04340 mmu04390 mmu05200 mmu05217"
"Q61602","mmu04024 mmu04340 mmu05200 mmu05217"
"Q60648","mmu04142"
"Q6R0H6","mmu04015 mmu04020 mmu04024 mmu04261 mmu04270 mmu04540 mmu04611 mmu04713 mmu04724 mmu04726 mmu04728 mmu04730 mmu04750 mmu04911 mmu04912 mmu04913 mmu04915 mmu04916 mmu04918 mmu04921 mmu04922 mmu04923 mmu04924 mmu04925 mmu04961 mmu04962 mmu04970 mmu04971 mmu04972 mmu04976 mmu05030 mmu05031 mmu05032 mmu05034 mmu05142 mmu05146 mmu05200 mmu05414"
" Q9Z0F1","mmu04015 mmu04020 mmu04024 mmu04261 mmu04270 mmu04540 mmu04611 mmu04713 mmu04724 mmu04726 mmu04728 mmu04730 mmu04750 mmu04911 mmu04912 mmu04913 mmu04915 mmu04916 mmu04918 mmu04921 mmu04922 mmu04923 mmu04924 mmu04925 mmu04961 mmu04962 mmu04970 mmu04971 mmu04972 mmu04976 mmu05030 mmu05031 mmu05032 mmu05034 mmu05142 mmu05146 mmu05200 mmu05414"
" Q6R0H7","mmu04015 mmu04020 mmu04024 mmu04261 mmu04270 mmu04540 mmu04611 mmu04713 mmu04724 mmu04726 mmu04728 mmu04730 mmu04750 mmu04911 mmu04912 mmu04913 mmu04915 mmu04916 mmu04918 mmu04921 mmu04922 mmu04923 mmu04924 mmu04925 mmu04961 mmu04962 mmu04970 mmu04971 mmu04972 mmu04976 mmu05030 mmu05031 mmu05032 mmu05034 mmu05142 mmu05146 mmu05200 mmu05414"
" P63094","mmu04015 mmu04020 mmu04024 mmu04261 mmu04270 mmu04540 mmu04611 mmu04713 mmu04724 mmu04726 mmu04728 mmu04730 mmu04750 mmu04911 mmu04912 mmu04913 mmu04915 mmu04916 mmu04918 mmu04921 mmu04922 mmu04923 mmu04924 mmu04925 mmu04961 mmu04962 mmu04970 mmu04971 mmu04972 mmu04976 mmu05030 mmu05031 mmu05032 mmu05034 mmu05142 mmu05146 mmu05200 mmu05414"
"Q9WTK3","mmu00563 mmu01100"
"O89100","mmu04660"
"Q99ME9","mmu03008"
"Q05915","mmu00790 mmu01100"
"P50171","mmu00140 mmu01100"
"Q5M8Q2","mmu05034 mmu05322"
"Q9CQ70","mmu05034 mmu05322"
"Q8R1M2","mmu05034 mmu05322"
"Q3THW5","mmu05034 mmu05322"
"P27661","mmu05034 mmu05322"
"Q9QZQ8","mmu05034 mmu05322"
"Q8CCK0","mmu05034 mmu05322"
"P0C0S6","mmu05034 mmu05322"
"P84244","mmu05034 mmu05202 mmu05322"
"P02301","mmu05034 mmu05202 mmu05322"
"Q9D114","mmu00230"
"Q4U2R1","mmu04120"
"Q7TMY8","mmu04120"
"Q99LI8","mmu04144 mmu04145"
"P22361","mmu04550 mmu04950"
"P27889","mmu04950"
"Q99P31","mmu04141"
"Q61411","mmu04010 mmu04012 mmu04014 mmu04015 mmu04062 mmu04068 mmu04071 mmu04144 mmu04151 mmu04360 mmu04370 mmu04510 mmu04540 mmu04550 mmu04650 mmu04660 mmu04662 mmu04664 mmu04720 mmu04722 mmu04725 mmu04726 mmu04730 mmu04810 mmu04910 mmu04912 mmu04915 mmu04916 mmu04917 mmu04919 mmu04921 mmu05034 mmu05160 mmu05161 mmu05166 mmu05200 mmu05203 mmu05205 mmu05206 mmu05211 mmu05213 mmu05214 mmu05215 mmu05216 mmu05218 mmu05219 mmu05220 mmu05221 mmu05223 mmu05230 mmu05231"
"Q69ZS7","mmu03015 mmu05134"
"Q7TN16","mmu04024 mmu04340 mmu05200 mmu05217"
"Q9JIY5","mmu05012"
"Q03526","mmu04062 mmu04660 mmu04670"
"Q9CQU8","mmu03060"
"Q8BPT6","mmu03060"
"Q921Y2","mmu03008"
"Q8VHZ7","mmu03008"
"Q8R0S2","mmu04144"
"Q5DU25","mmu04144"
"Q3TES0","mmu04144"
"Q9JKF1","mmu04520 mmu04810 mmu05205"
"Q3UQ44","mmu04810"
"Q64339","mmu04622"
"P61372","mmu04550"
"Q69ZQ2","mmu03040"
"Q9EQF4","mmu04144"
"P97812","mmu04340"
"P52332","mmu04151 mmu04380 mmu04550 mmu04630 mmu05140 mmu05145 mmu05152 mmu05160 mmu05161 mmu05162 mmu05164 mmu05166 mmu05168 mmu05169 mmu05200 mmu05203 mmu05212"
"Q62120","mmu04062 mmu04151 mmu04550 mmu04630 mmu04725 mmu04917 mmu04920 mmu05140 mmu05145 mmu05152 mmu05162 mmu05164 mmu05168"
"Q62137","mmu04062 mmu04151 mmu04550 mmu04630 mmu05162 mmu05166 mmu05169 mmu05203"
"Q9JHD2","mmu04330 mmu04919 mmu05166 mmu05203"
"Q9JHD1","mmu04330 mmu04919 mmu05166 mmu05203"
"Q8CHK4","mmu05166"
"Q8BZ21","mmu04550"
"Q91V45","mmu04080"
"Q6S5J6","mmu04015"
"P32883","mmu04010 mmu04012 mmu04014 mmu04015 mmu04062 mmu04068 mmu04071 mmu04151 mmu04320 mmu04360 mmu04370 mmu04540 mmu04550 mmu04650 mmu04660 mmu04662 mmu04664 mmu04720 mmu04722 mmu04725 mmu04726 mmu04730 mmu04810 mmu04910 mmu04912 mmu04914 mmu04915 mmu04916 mmu04917 mmu04919 mmu04921 mmu04960 mmu05034 mmu05160 mmu05161 mmu05166 mmu05200 mmu05203 mmu05205 mmu05206 mmu05210 mmu05211 mmu05212 mmu05213 mmu05214 mmu05215 mmu05216 mmu05218 mmu05219 mmu05220 mmu05221 mmu05223 mmu05230 mmu05231"
"Q60843","mmu04068"
"Q60980","mmu05202"
"Q60793","mmu04550"
"Q91YP0","mmu00650"
"Q9CXA2","mmu00330"
"Q8K3F7","mmu00260"
"P11627","mmu04360 mmu04514"
"O09010","mmu00514 mmu04330"
"P70662","mmu05202"
"P25801","mmu05202"
"Q9QXD8","mmu04390"
"P61375","mmu04550"
"O54785","mmu04360 mmu04666 mmu04810"
"P53668","mmu04360 mmu04666 mmu04810"
"Q8K0B2","mmu04977"
"Q9JLJ0","mmu04142"
"Q8VC85","mmu03018"
"O35900","mmu03018 mmu03040"
"P62311","mmu03018 mmu03040"
"Q9QXA5","mmu03018 mmu03040"
"P62322","mmu03018 mmu03040"
"P62313","mmu03018 mmu03040"
"Q9CQQ8","mmu03018 mmu03040"
"Q6ZWM4","mmu03018 mmu03040"
"P25911","mmu04062 mmu04064 mmu04611 mmu04662 mmu04664 mmu04666 mmu04730 mmu05169 mmu05203"
"Q9D1Q1","mmu03018"
"Q810V0","mmu03008"
"Q9WTX8","mmu04110 mmu04914 mmu05203"
"Q9Z1B5","mmu04110 mmu04114 mmu04914 mmu05166"
"Q9D752","mmu04110 mmu04114 mmu04914 mmu05100"
"Q2TBA3","mmu04064 mmu04660 mmu04662 mmu05152"
"P49138","mmu04010 mmu04370 mmu04722 mmu05203"
"O54992","mmu04010"
"O08605","mmu04010 mmu04066 mmu04910"
"Q8CDB0","mmu04010 mmu04066 mmu04910"
"P28667","mmu04666 mmu05140"
"Q91ZB8","mmu04614"
"P30554","mmu04080 mmu04614"
"O08609","mmu04931 mmu04932"
"P14404","mmu04010 mmu05200 mmu05220"
"O09008","mmu00514 mmu04330"
"Q9D306","mmu00510 mmu01100"
"Q9D4R2","mmu00510 mmu01100"
"Q2VPU4","mmu04931 mmu04932"
"Q99MZ3","mmu04931 mmu04932"
"Q921Y0","mmu04390"
"Q8BPB0","mmu04390"
"Q8VIK2","mmu04146"
"Q61216","mmu03440 mmu03450"
"Q9WUX5","mmu04022 mmu04270"
"Q9DCJ1","mmu04150 mmu04151"
"Q91ZJ0","mmu03440 mmu03460"
"Q9WVP9","mmu05162 mmu05164"
"Q8C6L5","mmu04623"
"P28574","mmu04010 mmu05200 mmu05202 mmu05222"
"Q9JJ26","mmu04621"
"Q60954","mmu04550 mmu05202"
"P00536","mmu04114 mmu04810 mmu04914"
"P19258","mmu04146"
"Q99MS3","mmu04146"
"Q9QWR8","mmu00603 mmu04142"
"P50294","mmu00232 mmu00983 mmu01100 mmu05204"
"Q9QZ08","mmu00520"
"Q69ZN6","mmu04142"
"Q8BJ48","mmu04142"
"Q6S5C2","mmu04142"
"Q8R4H7","mmu00220 mmu01100 mmu01210 mmu01230"
"Q9DCJ9","mmu00520"
"Q9CPT3","mmu00520 mmu01100"
"Q99J77","mmu00520 mmu01100"
"Q8K224","mmu03008"
"P50295","mmu00232 mmu00983 mmu01100 mmu05204"
"P50296","mmu00232 mmu00983 mmu01100 mmu05204"
"Q3UGX3","mmu00250 mmu01100"
"Q8BH82","mmu04723"
"Q9WV54","mmu00600 mmu01100 mmu04071 mmu04142"
"Q9JHE3","mmu00600 mmu01100 mmu04071"
"Q3UHN9","mmu00534 mmu01100"
"P52850","mmu00534 mmu01100"
"Q9EQH7","mmu00534 mmu01100"
"Q9EQW8","mmu00534 mmu01100"
"Q9DB05","mmu04721"
"P46460","mmu04721 mmu04727 mmu04962"
"Q9JI78","mmu04141"
"Q04841","mmu03410"
"Q8C5H8","mmu00760 mmu01100"
"P58058","mmu00760 mmu01100"
"Q711T7","mmu00760 mmu01100"
"Q9R1J0","mmu00100 mmu01100 mmu01130"
"Q64669","mmu00130"
"Q99LC3","mmu00190 mmu01100 mmu04932 mmu05010 mmu05012 mmu05016"
"Q9D8B4","mmu00190 mmu01100 mmu04932 mmu05010 mmu05012 mmu05016"
"O35683","mmu00190 mmu01100 mmu04932 mmu05010 mmu05012 mmu05016"
"Q7TMF3","mmu00190 mmu01100 mmu04932 mmu05010 mmu05012 mmu05016"
"Q9ERS2","mmu00190 mmu01100 mmu04932 mmu05010 mmu05012 mmu05016"
" F6W8I0","mmu00190 mmu01100 mmu04932 mmu05010 mmu05012 mmu05016"
"Q9CQ75","mmu00190 mmu01100 mmu04932 mmu05010 mmu05012 mmu05016"
"Q9CQ91","mmu00190 mmu01100 mmu04932 mmu05010 mmu05012 mmu05016"
"Q62425","mmu00190 mmu01100 mmu04932 mmu05010 mmu05012 mmu05016"
"Q4FZG9","mmu00190 mmu01100 mmu04932 mmu05010 mmu05012 mmu05016"
"Q9CPP6","mmu00190 mmu01100 mmu04932 mmu05010 mmu05012 mmu05016"
"Q9CQZ5","mmu00190 mmu01100 mmu04932 mmu05010 mmu05012 mmu05016"
"Q9Z1P6","mmu00190 mmu01100 mmu04932 mmu05010 mmu05012 mmu05016"
"Q9DCJ5","mmu00190 mmu01100 mmu04932 mmu05010 mmu05012 mmu05016"
"Q9DC69","mmu00190 mmu01100 mmu04932 mmu05010 mmu05012 mmu05016"
"Q9CQZ6","mmu00190 mmu01100 mmu04932 mmu05010 mmu05012 mmu05016"
"Q9CQC7","mmu00190 mmu01100 mmu04932 mmu05010 mmu05012 mmu05016"
"Q9D6J5","mmu00190 mmu01100 mmu04932 mmu05010 mmu05012 mmu05016"
"Q9DCS9","mmu00190 mmu01100 mmu04932 mmu05010 mmu05012 mmu05016"
"O09111","mmu00190 mmu01100 mmu04932 mmu05010 mmu05012 mmu05016"
"Q9CPU2","mmu00190 mmu01100 mmu04932 mmu05010 mmu05012 mmu05016"
"Q9CQH3","mmu00190 mmu01100 mmu04932 mmu05010 mmu05012 mmu05016"
"Q3UIU2","mmu00190 mmu01100 mmu04932 mmu05010 mmu05012 mmu05016"
"Q9CR61","mmu00190 mmu01100 mmu04932 mmu05010 mmu05012 mmu05016"
"Q9CQJ8","mmu00190 mmu01100 mmu04932 mmu05010 mmu05012 mmu05016"
"Q9CR21","mmu00190 mmu01100 mmu04932 mmu05010 mmu05012 mmu05016"
"Q9CQY9","mmu00190 mmu01100 mmu04932 mmu05010 mmu05012 mmu05016"
"Q9CQ54","mmu00190 mmu01100 mmu04932 mmu05010 mmu05012 mmu05016"
"Q91VD9","mmu00190 mmu01100 mmu04932 mmu05010 mmu05012 mmu05016"
"Q91WD5","mmu00190 mmu01100 mmu04932 mmu05010 mmu05012 mmu05016"
"Q9DCT2","mmu00190 mmu01100 mmu04932 mmu05010 mmu05012 mmu05016"
"Q9CXZ1","mmu00190 mmu01100 mmu04932 mmu05010 mmu05012 mmu05016"
"Q99LY9","mmu00190 mmu01100 mmu04932 mmu05010 mmu05012 mmu05016"
"P52503","mmu00190 mmu01100 mmu04932 mmu05010 mmu05012 mmu05016"
"Q9DC70","mmu00190 mmu01100 mmu04932 mmu05010 mmu05012 mmu05016"
"Q8K3J1","mmu00190 mmu01100 mmu04932 mmu05010 mmu05012 mmu05016"
"Q91YT0","mmu00190 mmu01100 mmu04932 mmu05010 mmu05012 mmu05016"
"Q9D6J6","mmu00190 mmu01100 mmu04932 mmu05010 mmu05012 mmu05016"
"Q8BK30","mmu00190 mmu01100 mmu04932 mmu05010 mmu05012 mmu05016"
"P03888","mmu00190 mmu01100 mmu05012"
"P03893","mmu00190 mmu01100 mmu05012"
"P03899","mmu00190 mmu01100 mmu05012"
"P03911","mmu00190 mmu01100 mmu05012"
"P03903","mmu00190 mmu01100 mmu05012"
"P03921","mmu00190 mmu01100 mmu05012"
"P03925","mmu00190 mmu01100 mmu05012"
"Q8CIZ9","mmu04380"
"Q672J9","mmu04380"
"Q8K1X4","mmu04810"
"P28660","mmu04810"
"Q8VCB1","mmu03013"
"Q8VBW6","mmu05010"
"Q8BR37","mmu04120"
"Q9D0T1","mmu03008 mmu03040"
"Q9CRB2","mmu03008"
"Q8BW10","mmu03008"
"P97436","mmu05200 mmu05215"
"P42586","mmu04950"
"Q99MA9","mmu04950"
"Q3TL44","mmu04622 mmu05164"
"Q3UP24","mmu04621 mmu05132 mmu05134"
"Q9QWK5","mmu04621 mmu05134"
"Q9QUK4","mmu04621 mmu05134"
"Q9R016","mmu04621 mmu05134"
"Q9JIB6","mmu04621 mmu05134"
"Q9JIB3","mmu04621 mmu05134"
"Q2LKU9","mmu04621"
"Q0GKD5","mmu04621"
" A1Z198","mmu04621"
" Q2LKV2","mmu04621"
" Q2LKV5","mmu04621"
" Q2LKW6","mmu04621"
"Q8R4B8","mmu04621 mmu05133 mmu05164"
"Q99L48","mmu03008 mmu03013"
"Q99MH5","mmu00230 mmu00240 mmu01100 mmu01130"
"Q9QXL8","mmu00230 mmu00240 mmu01100 mmu01130"
"P15532","mmu00230 mmu00240 mmu01100 mmu01130"
"Q01768","mmu00230 mmu00240 mmu01100 mmu01130"
"Q9WV85","mmu00230 mmu00240 mmu01100 mmu01130"
"Q9WV84","mmu00230 mmu00240 mmu01100 mmu01130"
"O88425","mmu00230 mmu00240 mmu01100 mmu01130"
"Q9CQS2","mmu03008"
"Q9D6Z1","mmu03008"
"Q6DFW4","mmu03008"
"Q6T3U4","mmu04975"
"P60670","mmu04141"
"Q9CZ44","mmu04141"
"Q9QZV9","mmu03008 mmu03013 mmu03015 mmu05164"
"Q99LJ8","mmu00900"
"Q5TM83","mmu04550 mmu05205"
" Q80Z64","mmu04550 mmu05205"
"O35604","mmu04142"
"Q9Z0J0","mmu04142"
"Q8CGY8","mmu00514 mmu04931"
"Q8BWG9","mmu04020 mmu04024 mmu04611 mmu04924 mmu04925 mmu05340"
"Q8BH10","mmu04020"
"Q6P8G8","mmu04020"
"Q3U2S4","mmu04622"
"Q8BGF7","mmu03018"
"Q640Q5","mmu03018"
"Q68ED3","mmu03018"
"Q6PB75","mmu03018"
"Q63ZW7","mmu04390 mmu04530"
"Q9JK95","mmu04115"
"Q8CHE4","mmu04151"
"Q8BXA7","mmu04151"
"P83870","mmu03040"
"Q5SW25","mmu03013"
"P20263","mmu04550"
"Q80V63","mmu04722"
"Q4FK66","mmu03040"
"Q80SY5","mmu03040"
"Q99MQ3","mmu05012"
"Q9QVP9","mmu04020 mmu04062 mmu04650 mmu04670 mmu04912 mmu05161"
"P34152","mmu04012 mmu04062 mmu04151 mmu04360 mmu04370 mmu04510 mmu04670 mmu04810 mmu05100 mmu05146 mmu05200 mmu05202 mmu05205 mmu05222"
"Q8BU03","mmu03008"
"Q9EPB4","mmu04621 mmu04623 mmu05132 mmu05133 mmu05134 mmu05164"
"Q8CHP5","mmu03013 mmu03015"
"Q99LX0","mmu05012"
"Q9WVS6","mmu04120 mmu04141 mmu05012"
"P61027","mmu04144 mmu04152"
"Q9D620","mmu04144"
"G3XA57","mmu04144"
"Q8CHD8","mmu04144"
"Q8BQP8","mmu04144"
"Q8R361","mmu04144"
"P62492","mmu04144 mmu04961 mmu04962 mmu04972"
"P46638","mmu04144 mmu04152 mmu04962"
"Q9DD03","mmu04530"
"Q91V41","mmu04152"
"P62821","mmu05134"
"Q9D1G1","mmu05134"
"P35285","mmu04144"
"Q99P58","mmu04972"
"P53994","mmu04152"
"Q921E2","mmu04144"
"Q6PHN9","mmu04144"
"P63011","mmu04721 mmu04911"
"P35276","mmu04972"
"P56371","mmu04144"
"Q9CQD1","mmu04014 mmu04144 mmu04145 mmu04962 mmu05014 mmu05146 mmu05152"
"P61021","mmu04014 mmu04144 mmu04145 mmu04962 mmu05146 mmu05152"
"P35278","mmu04014 mmu04144 mmu04145 mmu04962 mmu05146 mmu05152"
"P51150","mmu04144 mmu04145 mmu05132 mmu05146 mmu05152"
"Q8VEA8","mmu04145 mmu05132 mmu05146"
"P55258","mmu04144 mmu04152 mmu04972"
"Q9R0M6","mmu05162"
"Q8BHH2","mmu05162"
"Q61550","mmu04110"
"P54726","mmu03420 mmu04141"
"P54728","mmu03420 mmu04141"
"P70388","mmu03440 mmu03450"
"O35719","mmu03440"
"Q924H5","mmu03440 mmu03460"
"O55230","mmu03440"
"Q08297","mmu03440 mmu03460 mmu05200 mmu05212"
"P43352","mmu03440"
"Q6PFE3","mmu03440"
" Q8BKE5","mmu03440"
"P70270","mmu03440"
"P46061","mmu03013"
"P34022","mmu05166 mmu05203"
"Q9ERU9","mmu03013"
"Q9CT10","mmu05166"
"P62827","mmu03008 mmu03013 mmu05166"
"P51448","mmu04710 mmu05321"
"Q8R1B8","mmu04710"
"P51450","mmu04710 mmu05321"
"Q9Z1S3","mmu04010 mmu04014 mmu04611 mmu04660 mmu05200"
"Q8BTM9","mmu04010 mmu04014 mmu05200"
"P58069","mmu04010 mmu04014 mmu05203"
"Q60790","mmu04014"
"Q6PFQ7","mmu04014"
"Q9Z268","mmu04014"
"Q8C2K5","mmu04014"
"P27671","mmu04010 mmu04014 mmu04510"
"P70392","mmu04010 mmu04014"
"Q99JI6","mmu04010 mmu04014 mmu04015 mmu04024 mmu04062 mmu04510 mmu04611 mmu04670 mmu04720 mmu04722 mmu04972 mmu05211"
"O35626","mmu04713"
"Q9QUG9","mmu04010 mmu04014 mmu04015 mmu04062 mmu04611 mmu05200"
"Q61820","mmu03008 mmu03013 mmu05166"
"P63001","mmu04010 mmu04014 mmu04015 mmu04024 mmu04062 mmu04071 mmu04145 mmu04151 mmu04310 mmu04360 mmu04370 mmu04380 mmu04510 mmu04520 mmu04620 mmu04650 mmu04662 mmu04664 mmu04666 mmu04670 mmu04722 mmu04810 mmu04932 mmu04972 mmu05014 mmu05100 mmu05132 mmu05200 mmu05203 mmu05205 mmu05210 mmu05211 mmu05212 mmu05231 mmu05416"
"Q05144","mmu04010 mmu04014 mmu04015 mmu04024 mmu04062 mmu04071 mmu04310 mmu04360 mmu04370 mmu04510 mmu04520 mmu04650 mmu04662 mmu04664 mmu04666 mmu04670 mmu04810 mmu05200 mmu05210 mmu05212 mmu05231 mmu05416"
"P60764","mmu04010 mmu04014 mmu04015 mmu04024 mmu04071 mmu04310 mmu04360 mmu04370 mmu04510 mmu04520 mmu04650 mmu04662 mmu04664 mmu04810 mmu05200 mmu05210 mmu05212 mmu05231 mmu05416"
"P62835","mmu04010 mmu04014 mmu04015 mmu04024 mmu04062 mmu04510 mmu04611 mmu04670 mmu04720 mmu04722 mmu04972 mmu05211"
"Q8VIG1","mmu04550 mmu05016"
"Q8C5S7","mmu04114"
"Q8BX43","mmu04060"
"Q8CFE3","mmu05016"
"Q920Q2","mmu03460"
"Q61493","mmu01100 mmu03460"
"Q7TT28","mmu03008"
"O09009","mmu00514 mmu04330"
"Q9DBD0","mmu04066 mmu04978"
"Q9D9Z7","mmu05034 mmu05203 mmu05322"
"Q9CQD4","mmu04144"
"Q3V0Y1","mmu04922"
"Q8BPC6","mmu00020 mmu01100 mmu01130 mmu01200 mmu01210 mmu01230"
"Q8BZE1","mmu04970"
"Q3UMB9","mmu04144"
"Q8C2E7","mmu04144"
"Q922Q2","mmu03008"
"Q9CQS5","mmu03008"
"Q9D0L8","mmu03015"
"Q8JZX4","mmu03040"
"Q8BHS3","mmu03040"
"B2RY56","mmu03040"
"Q8CGC6","mmu03008"
"Q9CWZ3","mmu03013 mmu03015 mmu03040"
"Q9WV02","mmu03040"
"Q91VM5","mmu03040"
"Q9D8S4","mmu03008"
"O55236","mmu03015"
"Q9JJT0","mmu03008"
"Q6QI06","mmu04150"
"Q8BIJ7","mmu04144"
"Q5ND29","mmu04145 mmu05132"
"Q8K4I3","mmu04810 mmu05212"
"Q8CHG7","mmu04010 mmu04015"
"Q8VCC8","mmu04015 mmu04024 mmu04261 mmu04670 mmu04720 mmu04726"
"Q9EQZ6","mmu04015 mmu04024 mmu04261 mmu04670 mmu04911"
"Q8C0Q9","mmu04014 mmu04015"
"A2ALS5","mmu04015"
"Q921Q7","mmu04014"
"Q99MK9","mmu04014 mmu04390 mmu05200 mmu05206 mmu05219 mmu05223"
"Q5EBH1","mmu04014 mmu04015 mmu04670 mmu05200 mmu05223"
"Q80UQ2","mmu04390"
"P57791","mmu00900 mmu01130"
"Q921J2","mmu04150 mmu04151 mmu04152 mmu04910 mmu04919 mmu05231"
"Q80X95","mmu04150"
"Q6NTA4","mmu04150"
"Q99K70","mmu04150"
"Q7TT45","mmu04150"
"Q9D4G9","mmu03460"
"Q3UPE3","mmu03460"
"Q99PT1","mmu04722 mmu04962"
"Q62160","mmu04722 mmu04962"
"Q6Y5D8","mmu05100"
"Q91YM2","mmu04510 mmu04611 mmu04670 mmu04810"
"P97393","mmu04510 mmu04670"
"Q8BLR7","mmu04360"
"Q61210","mmu04270 mmu04611 mmu04810 mmu05200 mmu05205"
"Q8R4H2","mmu04270 mmu04360 mmu04611 mmu04810 mmu05152 mmu05200 mmu05205"
"Q7TNR9","mmu04810"
"Q9ES28","mmu04810"
"Q61599","mmu04722 mmu04962"
"P70335","mmu04022 mmu04024 mmu04062 mmu04071 mmu04270 mmu04350 mmu04360 mmu04510 mmu04611 mmu04670 mmu04810 mmu04921 mmu05132 mmu05200 mmu05205 mmu05206"
"P70336","mmu04022 mmu04024 mmu04062 mmu04071 mmu04270 mmu04310 mmu04360 mmu04510 mmu04611 mmu04670 mmu04810 mmu04921 mmu05132 mmu05200 mmu05205"
"Q9DAK3","mmu04120"
"Q91V93","mmu04120"
"P05480","mmu04012 mmu04015 mmu04062 mmu04144 mmu04370 mmu04510 mmu04520 mmu04530 mmu04540 mmu04611 mmu04727 mmu04750 mmu04810 mmu04912 mmu04915 mmu04917 mmu04919 mmu04921 mmu05100 mmu05152 mmu05161 mmu05203 mmu05205 mmu05219"
"P60122","mmu04310"
"Q80SW1","mmu00270 mmu01100"
"Q68FL4","mmu00270 mmu01100"
"P0DMN7","mmu00270 mmu00330 mmu01100"
"Q9WTX5","mmu04110 mmu04114 mmu04120 mmu04141 mmu04310 mmu04350 mmu04710 mmu05168"
"Q9Z0Z3","mmu04068 mmu04110 mmu04120 mmu05168 mmu05169 mmu05200 mmu05203 mmu05222"
"P97816","mmu04978"
"Q9R0P6","mmu03060"
"Q9D8V7","mmu03060"
"Q9D1M0","mmu03013 mmu04141"
"O08547","mmu04130 mmu04145 mmu05134"
"Q01405","mmu04141"
"Q9D662","mmu04141"
"P60060","mmu03060 mmu04141 mmu04145"
"Q8BU14","mmu03060 mmu04141"
"Q8VHE0","mmu03060 mmu04141"
"Q8R2U0","mmu03013"
"Q8VHL1","mmu00310 mmu04068"
"E9PYH6","mmu00310"
"Q8CFT2","mmu00310"
"E9Q5F9","mmu00310"
"Q80UJ9","mmu00310"
"O88974","mmu00310 mmu04550"
"Q8C267","mmu00310"
"Q9CX34","mmu04621"
"O88890","mmu04650 mmu05162"
"O35324","mmu04650"
"Q9QXK9","mmu04370"
"Q91ZM2","mmu04722"
"Q9JID9","mmu04722 mmu04910"
"O09039","mmu04722"
"Q62419","mmu04144"
"Q62420","mmu04144"
"Q62421","mmu04144"
"Q9JK48","mmu04144"
"Q8R3V5","mmu04144"
"Q06649","mmu04650"
"Q8R550","mmu04144"
"D3YZU1","mmu04724"
"Q80Z38","mmu04724"
"Q4ACU6","mmu04724"
"Q6S5L9","mmu04012 mmu04014 mmu04062 mmu04510 mmu04650 mmu04722 mmu04910 mmu04915 mmu04917 mmu05034 mmu05100 mmu05206 mmu05214 mmu05220"
"Q8BMC3","mmu04012 mmu04014 mmu04062 mmu04370 mmu04510 mmu04650 mmu04722 mmu04910 mmu04915 mmu04917 mmu05034 mmu05100 mmu05214 mmu05220"
"Q60665","mmu04550"
"Q91Z69","mmu04360"
"Q91Z67","mmu04360"
"Q812A2","mmu04360"
"Q8BHJ9","mmu03040"
"Q8BX32","mmu03460"
"Q6P1D7","mmu03460"
"P70340","mmu04350 mmu04390 mmu04550 mmu05202"
