Protein,x
Q8NH92,hsa04740
Q8NGQ3,hsa04740
Q9H208,hsa04740
P58181,hsa04740
Q9H209,hsa04740
Q9H207,hsa04740
Q8NH74,hsa04740
Q8NGE5,hsa04740
Q8NH08,
Q8NGE0,hsa04740
Q8NH19,hsa04740
Q96KK4,hsa04740
Q8NH80,
Q8NGN7,
Q8NGC3,hsa04740
Q8NGC4,hsa04740
Q8NGN3,hsa04740
Q8NH81,
Q8NGN6,hsa04740
Q8NGN5,hsa04740
Q8NGN4,hsa04740
Q9Y4A9,hsa04740
O60403,hsa04740
O60404,hsa04740
Q8NGA5,hsa04740
Q8NGA6,hsa04740
P30954,hsa04740
Q5JRS4,hsa04740
P0C629,
Q8NHC4,hsa04740
Q8NGY7,
Q8NGX5,hsa04740
Q6IF99,hsa04740
Q8NGE3,hsa04740
Q8NGQ4,hsa04740
Q8NGX6,hsa04740
Q8NGN2,hsa04740
Q8NGX3,hsa04740
Q8NGI7,hsa04740
Q8NGF6,hsa04740
Q8NGY0,hsa04740
Q8NGY1,hsa04740
Q9GZK7,hsa04740
Q8NGC1,hsa04740
Q8NG94,hsa04740
B2RN74,hsa04740
Q8NH07,
Q8NGC9,hsa04740
Q8NGC7,hsa04740
Q8NGC8,
Q8NGX0,hsa04740
P0DN82,
P58182,hsa04740
Q9UGF7,hsa04740
Q8NGR1,hsa04740
Q8NGS9,hsa04740
Q8NGS6,hsa04740
Q8NGS5,hsa04740
Q8NGS8,hsa04740
Q8NH95,
P0DN81,
Q8NGS7,hsa04740
Q8NGT0,hsa04740
Q8NGV5,hsa04740
Q8NGS4,hsa04740
Q8NGZ3,hsa04740
Q8NG92,hsa04740
Q8NGT2,hsa04740
Q8NHC5,hsa04740
Q96R54,
Q8NHC7,hsa04740
A6ND48,hsa04740
Q9UGF5,hsa04740
Q8NGZ2,
Q8NHC6,
Q8NGT9,hsa04740
Q8NGT7,hsa04740
Q96R47,hsa04740
Q6IF42,hsa04740
A4D2G3,hsa04740
O95047,hsa04740
Q96R48,hsa04740
Q96R45,hsa04740
Q8NHA4,hsa04740
Q9H205,hsa04740
A6NM03,hsa04740
Q8NGZ0,
Q8NG84,hsa04740
Q8NGE2,hsa04740
A6NND4,hsa04740
Q5JQS5,hsa04740
Q9GZK3,hsa04740
O76000,hsa04740
P58173,hsa04740
P59922,
O95371,hsa04740
Q8N628,hsa04740
Q9H210,hsa04740
Q8NGH3,hsa04740
Q13607,hsa04740
O95006,hsa04740
Q8NGZ5,hsa04740
Q8NGZ4,hsa04740
Q5TZ20,hsa04740
Q9GZK4,hsa04740
O95918,hsa04740
Q8NGU4,
Q9GZK6,
O76002,hsa04740
O76001,hsa04740
Q8NGT1,hsa04740
Q8N349,hsa04740
Q8NH16,hsa04740
Q8NG85,hsa04740
Q8NG80,hsa04740
Q8NGY9,hsa04740
Q96R28,hsa04740
Q8NG83,hsa04740
Q96R27,hsa04740
A3KFT3,hsa04740
Q8NG81,hsa04740
Q9NQN1,hsa04740
O43869,hsa04740
Q8NGZ9,hsa04740
Q8NH01,hsa04740
Q8NG77,hsa04740
Q6IF00,hsa04740
Q8NH04,hsa04740
Q8NH02,hsa04740
Q8NH03,hsa04740
Q8NG76,hsa04740
Q8NGX1,hsa04740
Q8NGX2,
Q8NH00,hsa04740
Q6IEZ7,hsa04740
Q8NHC8,hsa04740
P0C7T2,
A6NH00,hsa04740
Q8NHB1,hsa04740
Q96R30,hsa04740
Q9Y3N9,hsa04740
Q7Z3T1,hsa04740
A6NFC9,
Q8NHA6,
Q8NGV0,hsa04740
Q8NG97,hsa04740
P47881,hsa04740
P47893,hsa04740
P47888,hsa04740
P47883,
Q8NGL6,hsa04740
Q8NH70,hsa04740
Q8NGN8,
Q6IF82,hsa04740
Q8NH83,hsa04740
P0C604,
Q8NGF8,hsa04740
Q6IEV9,hsa04740
Q96R67,hsa04740
Q8NGP0,hsa04740
Q8NGM1,hsa04740
Q8NGL9,hsa04740
Q8NH37,hsa04740
A6NMZ5,hsa04740
A6NHA9,hsa04740
Q8NGB2,
Q8NH72,hsa04740
Q15615,hsa04740
Q8NGI6,hsa04740
Q8NGI4,hsa04740
P58180,hsa04740
Q8NGN0,hsa04740
Q8NGJ1,hsa04740
Q8NGE8,hsa04740
P0C645,
Q8NGC2,hsa04740
Q8NGB8,hsa04740
Q8NGA8,hsa04740
O95013,hsa04740
Q6IEY1,hsa04740
Q96R69,hsa04740
Q8NH21,hsa04740
Q8NGB9,hsa04740
Q8NGD4,hsa04740
Q8NH42,hsa04740
Q8NGD5,hsa04740
Q8NH41,hsa04740
Q8NGC6,hsa04740
Q8NGD2,hsa04740
Q96R72,
Q8NGD3,hsa04740
Q8NH43,hsa04740
Q8NGD0,hsa04740
Q8NGB6,hsa04740
Q8NGD1,hsa04740
Q8N0Y3,hsa04740
Q8IXE1,hsa04740
Q8NGL7,hsa04740
P0C623,
Q8NH05,hsa04740
Q8NGB4,hsa04740
Q8NH73,hsa04740
Q8NH49,hsa04740
Q8NGF9,hsa04740
Q8NGJ0,hsa04740
Q8NGI9,hsa04740
P0C628,
Q9NZP5,hsa04740
Q8NH90,hsa04740
Q8NH89,
P0C617,
Q8NGI8,hsa04740
Q8NGF4,hsa04740
Q8NGP9,hsa04740
Q8N127,hsa04740
Q8NGC0,hsa04740
Q96R08,hsa04740
Q8NGF7,hsa04740
Q96R09,hsa04740
A6NL26,hsa04740
Q8NH48,hsa04740
Q8NGR4,hsa04740
Q8NGL4,hsa04740
Q8NGL3,hsa04740
Q8NGK9,hsa04740
Q8NGL1,hsa04740
O95221,hsa04740
P0C626,
A6NKK0,hsa04740
A6NHG9,hsa04740
A6NDH6,
Q8NGV7,hsa04740
Q8NGV6,hsa04740
P0DN80,
Q13606,hsa04740
Q8NH18,hsa04740
Q8NHB7,hsa04740
Q8NHB8,hsa04740
A6NET4,hsa04740
A6NMS3,hsa04740
Q8NGL2,hsa04740
Q8NGL0,hsa04740
Q8NGP8,hsa04740
Q6IEU7,hsa04740
Q96RB7,hsa04740
Q8NGP4,hsa04740
Q8NGP6,hsa04740
Q8NGP3,hsa04740
Q8WZ92,hsa04740
Q8WZ94,hsa04740
Q8NH85,hsa04740
Q8NG75,hsa04740
Q8NGG2,hsa04740
Q8NGG3,hsa04740
Q9UGF6,hsa04740
Q8NH69,hsa04740
Q8NGJ7,hsa04740
Q8NGJ6,hsa04740
Q8NH64,hsa04740
Q9Y5P1,hsa04740
Q9Y5P0,hsa04740
Q9H339,hsa04740
Q9H340,hsa04740
Q8NGF3,hsa04740
Q8TCB6,hsa04740
Q9H255,hsa04740
A6NGY5,hsa04740
Q8NH61,hsa04740
Q8NGK1,hsa04740
Q8NGK0,hsa04740
Q8NH63,
Q9H343,hsa04740
Q9H344,hsa04740
Q9H342,
Q8NGJ5,hsa04740
Q9H341,hsa04740
Q8NH59,hsa04740
Q8NGJ8,hsa04740
Q8NGJ9,hsa04740
Q9H2C8,hsa04740
Q9UKL2,hsa04740
A6NMU1,
Q9H2C5,hsa04740
Q96RD2,hsa04740
Q8NGK2,hsa04740
Q8NGF0,hsa04740
Q9H346,hsa04740
Q8NGJ3,
Q8NGJ4,hsa04740
Q8NGH9,hsa04740
Q8NH55,
Q96RD3,hsa04740
Q6IFG1,hsa04740
Q8NGJ2,hsa04740
Q8NGK6,hsa04740
Q8NH67,hsa04740
Q8NH60,hsa04740
Q8NGK4,hsa04740
Q8NGK3,hsa04740
Q8NGH7,hsa04740
Q8NGH6,
Q8NGK5,hsa04740
Q8NH53,hsa04740
Q8NGI0,hsa04740
Q8NGI2,hsa04740
Q8NH56,hsa04740
Q8NH57,
Q8NGF1,hsa04740
Q6IF63,hsa04740
P0C646,
Q8NGH5,hsa04740
Q8NH54,hsa04740
Q8NGH8,hsa04740
P0C7T3,hsa04740
Q8NGI3,hsa04740
Q8NGI1,
Q8NH76,hsa04740
O95222,hsa04740
O95007,hsa04740
Q6IFH4,hsa04740
Q8NGW1,hsa04740
Q96RD1,hsa04740
Q9NZP2,hsa04740
Q9NZP0,hsa04740
Q8NGE1,hsa04740
A6NF89,hsa04740
A6NJZ3,hsa04740
A6NDL8,hsa04740
A6NIJ9,hsa04740
A6NCV1,hsa04740
A6NL08,hsa04740
A6NM76,hsa04740
Q8NGZ6,hsa04740
Q8NGC5,
Q8NGY2,hsa04740
Q8NGY3,hsa04740
Q8NGW6,hsa04740
Q8NGM8,hsa04740
Q8NGY5,hsa04740
Q8NGY6,hsa04740
Q8NGX9,hsa04740
Q8NGQ2,hsa04740
Q8NH40,hsa04740
Q8NGN1,hsa04740
Q8N148,hsa04740
Q8NH79,hsa04740
Q8NGX8,hsa04740
O76100,hsa04740
O14581,hsa04740
Q8NGA2,
Q15622,hsa04740
O76099,hsa04740
O60412,hsa04740
Q96RA2,hsa04740
Q8NG98,hsa04740
Q6IFN5,hsa04740
Q8NGA0,hsa04740
Q8NG99,hsa04740
Q8NG95,hsa04740
Q8NGG7,hsa04740
Q8NGG6,hsa04740
Q96RD0,hsa04740
Q8NGG8,hsa04740
Q96RC9,hsa04740
Q15620,hsa04740
Q8WZ84,hsa04740
Q9GZM6,hsa04740
Q8NGM9,hsa04740
Q15617,hsa04740
Q6IF36,hsa04740
P0DMU2,
Q8NG78,hsa04740
Q8NGG4,hsa04740
Q8N162,hsa04740
Q8N146,hsa04740
Q8N0Y5,hsa04740
Q8NGP2,hsa04740
Q8NGG1,
Q8NGG0,hsa04740
Q8NGG5,hsa04740
Q8NH51,hsa04740
Q8NH50,hsa04740
Q8NH09,hsa04740
Q8NH10,hsa04740
P0C7N1,hsa04740
P0C7N5,hsa04740
Q8NGU1,
Q8NGT5,hsa04740
Q8NGU2,hsa04740
Q8NH87,hsa04740
Q8NGQ1,hsa04740
P0C7N8,hsa04740
Q8NGQ6,hsa04740
Q8NGE7,hsa04740
Q8NGQ5,hsa04740
Q8NGE9,hsa04740
Q13516,
P23515,
Q8TAK6,
Q7RTU3,
Q96PE5,
O60890,
Q9NRP0,
P0C6T2,
P0CE71,
P0CE72,
Q8WWZ8,
Q99650,hsa04060 hsa04151 hsa04630
P13725,hsa04060 hsa04151 hsa04630
Q9UBC0,hsa04550 hsa04950
O95948,
O60422,
A6NGQ2,
A8MZH6,
Q86WS3,
Q14982,
Q5TC84,
Q9NZT2,
P41143,hsa04022 hsa04071 hsa04080
P41145,hsa04080
P35372,hsa04080 hsa04915 hsa05032
P41146,hsa04080
Q99935,
P04000,
"P04001, P0DN77, P0DN78",
P03999,
Q9H1Y3,
Q9UHM6,
Q6U736,
Q9H6K4,
Q9UBM4,
Q8WV07,
Q8WVF1,
Q13415,hsa04110
Q13416,hsa04110
Q9UBD5,hsa04110
O43929,hsa04110
O43913,hsa04110
Q9Y5N6,hsa04110
P00480,hsa00220 hsa01100 hsa01130 hsa01230
P11926,hsa00330 hsa00480 hsa01100 hsa01130
P54368,
O95190,
Q9UMX2,
Q8IZS5,
P02763,
P19652,
P32242,hsa04550
P32243,
Q5XKR4,
Q8IYS5,hsa04380
Q92882,
Q9BR26,
P61366,
P20774,
Q99983,
Q86WC4,
Q7RTW8,
Q02509,
Q9HC10,
Q3ZCN5,
Q6ZRI0,
A6NHN0,
Q7RTM1,
Q7RTS6,
Q7RTS5,
Q9NRC9,
Q8NHW6,
Q86UD1,
Q14990,
Q9ULJ1,
Q5BJF6,
Q8IXM7,
Q3SX64,
Q96PU9,
A8MYP8,
Q2M2E3,
Q9BZK8,
Q8WZ82,
Q12889,
O14753,
Q9BRP0,
O00110,
Q7RTY7,
Q7RTZ1,
Q6IE36,
Q6IE37,
Q8N573,
Q9UJX0,
Q9Y236,
O95747,
Q9NX31,
P78380,hsa03320 hsa04145
Q96HP4,
Q5BKU9,
Q8TDS5,
Q96P68,
Q969R2,
Q9BXB5,
Q9BXB4,
Q9BXW6,
Q9H1P3,
Q9H4L5,
Q9H0X9,
Q9BZF3,
Q9BZF2,
Q9BZF1,
Q96SU4,
P22059,
P30559,hsa04020 hsa04024 hsa04080 hsa04921
P01178,hsa04921
Q13153,hsa04010 hsa04012 hsa04014 hsa04024 hsa04062 hsa04360 hsa04510 hsa04650 hsa04660 hsa04666 hsa04810 hsa05120 hsa05205 hsa05211
Q13177,hsa04010 hsa04012 hsa04014 hsa04360 hsa04510 hsa04660 hsa04810 hsa05211
O75914,hsa04012 hsa04014 hsa04360 hsa04510 hsa04660 hsa04810 hsa05211
Q9P286,hsa04012 hsa04014 hsa04360 hsa04510 hsa04660 hsa04810 hsa05211
Q9NQU5,hsa04012 hsa04014 hsa04360 hsa04510 hsa04660 hsa04810 hsa05211
Q9NUG6,
Q9HB75,hsa04064 hsa04115
P15863,
Q02962,
P23760,
O43316,hsa04950
Q02548,hsa05202
P26367,hsa04550 hsa04950
P23759,
Q06710,hsa04918 hsa05200 hsa05202 hsa05216
P55771,
Q9UKJ1,hsa05168
Q9UKJ0,
O14813,
Q99453,
P78337,
Q99697,hsa04350
O75364,
P54821,
Q99811,
Q8WX93,
Q9NP74,
P50897,hsa00062 hsa01100 hsa01212 hsa04142
Q9UMR5,hsa00062 hsa01100 hsa01212 hsa04142
Q7RTS3,
P52945,hsa04911 hsa04930 hsa04950
P54315,hsa00561 hsa01100 hsa04972 hsa04975
P54317,hsa00561 hsa01100 hsa04972 hsa04975
Q17RR3,hsa00561 hsa01100
P16233,hsa00561 hsa01100 hsa04972 hsa04975 hsa04977
Q9NRI7,
P01298,
Q9H3Y8,
Q96RD7,
Q96RD6,
Q96QZ0,
Q8TE04,hsa00770 hsa01100
Q9BZ23,hsa00770 hsa01100
Q9H999,hsa00770 hsa01100
Q9NVE7,hsa00770 hsa01100
O95428,
Q92733,hsa05202
Q13219,
Q9BXP8,
Q8TEW8,
Q8TEW0,hsa04015 hsa04062 hsa04080 hsa04144 hsa04390 hsa04520 hsa04530
Q9NPB6,hsa04015 hsa04144 hsa04390 hsa04530
Q9BYG5,hsa04015 hsa04144 hsa04390 hsa04530
Q9BYG4,hsa04015 hsa04144 hsa04390 hsa04530
Q8IXS6,
A6NDB9,
O75781,
Q8ND90,
Q9UL42,
Q9UL41,
Q86V59,
Q9ULN7,
Q96PV4,
P0CW24,
A0A0J9YX94,
P27169,
Q15165,
Q15166,
Q8WXF1,
P20962,
Q03431,hsa04080 hsa04961
P49190,hsa04080
Q96A98,
P12272,
P01270,
O60260,hsa04120 hsa04141 hsa05012
Q8N490,
Q86YC2,hsa03460
Q9NRX1,
P20472,
Q9NVD7,hsa04510
Q9HBI1,hsa04510
Q8N8W4,
Q96AD5,hsa00561 hsa01100 hsa04923
Q9NST1,hsa00561 hsa01100
P41247,hsa00830
Q7Z6Z6,
Q8IY17,hsa00564
Q6ZV29,hsa00564
Q9NP80,
Q13635,hsa04024 hsa04340 hsa05200 hsa05205 hsa05217
Q9Y6C5,hsa04340 hsa05200 hsa05217
Q96NR3,
Q3KNS1,
Q6ZW05,
Q86TG7,
Q9GZU2,
P49023,hsa04062 hsa04370 hsa04510 hsa04670 hsa04810 hsa05100 hsa05203 hsa05205
Q96RV3,
A6NKB5,
Q9H6A9,
Q63HM2,
Q96FA3,
Q9HAT8,
Q8N2H9,
Q9UBV8,
O75127,
Q8WV60,
Q96EY7,
P26022,
Q96A99,
P0DJD8,hsa04974
P0DJD7,hsa04974
P0DJD9,hsa04974
P12955,
Q6GTS8,
Q8IYS1,
Q6UXH9,
O43692,
Q6UXB8,
P19957,
Q10713,
O75439,
Q9NRI6,
Q5JQD4,
P10082,
Q9HBH1,
O75594,
Q96PD5,
Q96LB9,
Q96LB8,
Q9ULC6,
Q9Y2J8,
Q9ULW8,
Q9UM07,
Q6TGC4,
A0A075B767,
Q86Y79,
Q9Y3E5,
Q6GMV3,
P19021,
O15428,
Q13526,hsa04622
Q9Y237,
Q9Y536,
A0A0B4J2A2,
F5H284,
"A0A075B759, P0DN26",
P0DN37,
P62937,
P23284,
P45877,
Q9UNP9,hsa03040
P30405,hsa04020 hsa04022 hsa05012 hsa05016 hsa05145
Q13427,
O43447,hsa03040
Q96BP3,
Q9Y3C6,hsa03040
Q13356,hsa04120
Q9H2H8,
Q8WUA2,
Q8IXY8,
P14222,hsa04650 hsa04940 hsa05320 hsa05330 hsa05332 hsa05416
Q9BXM0,
O95613,
Q15154,
O60240,hsa03320 hsa04923
Q99541,
O60664,
Q96Q06,
Q00G26,
O15534,hsa04710 hsa04713 hsa05168
O15055,hsa04710 hsa04713 hsa05168 hsa05202
P56645,hsa04710 hsa04713 hsa05168
Q15063,
P02689,
Q01453,
P23942,
P41219,hsa05014
Q8NEY8,
O60437,
A1KZ92,
Q92626,
Q06830,hsa04146
P32119,
P30048,
Q13162,
P30044,hsa04146
P30041,hsa01100
O43933,hsa04146
O60683,hsa04146
O75192,hsa04146
O96011,hsa04146
Q96HA9,hsa04146
O00623,hsa04146
Q92968,hsa04146
O75381,hsa04146
Q9Y5Y5,hsa04146
P40855,hsa04146
P28328,hsa04146
Q7Z412,hsa04146
P56589,hsa04146
Q8IYB4,hsa04146
P50542,hsa04146
Q13608,hsa04146
O00628,hsa04146
Q9NR77,hsa04146
Q9Y6I8,hsa04146
Q9BY49,hsa01040 hsa01212 hsa04146
Q8NFP0,
Q07869,hsa03320 hsa04024 hsa04920 hsa04922 hsa04931 hsa04932 hsa05160
Q03181,hsa03320 hsa04310 hsa05200 hsa05221
P37231,hsa03320 hsa04152 hsa04380 hsa05016 hsa05200 hsa05202 hsa05216
Q5VV67,
O60542,
O00541,
Q9NQ55,
P30039,
P00439,hsa00360 hsa00400 hsa01100 hsa01230
O95363,hsa00970
P11086,hsa00350 hsa01100
Q13794,hsa04115 hsa05203
Q8N4E4,
Q9H2J4,
Q13371,
P20941,
Q9C0D0,
O75167,
Q96KR7,
Q8IZ21,
P60484,hsa00562 hsa04068 hsa04070 hsa04071 hsa04115 hsa04150 hsa04151 hsa04510 hsa04931 hsa05161 hsa05200 hsa05206 hsa05213 hsa05214 hsa05215 hsa05218 hsa05222 hsa05230
Q9ULE6,
Q8TCD6,hsa00750 hsa01100
P49585,hsa00564 hsa01100 hsa05231
Q9Y5K3,hsa00564 hsa01100 hsa05231
Q99447,hsa00564 hsa01100
P78562,
Q9UKL6,
Q9UBM1,hsa00564 hsa01100
P30086,
Q96S96,
Q32NB8,hsa00564 hsa01100
Q8NEB9,hsa00562 hsa01100 hsa04070 hsa04140 hsa04145 hsa05152
Q8N8J0,
A4QPH2,
P42356,hsa00562 hsa01100 hsa04070
Q9UBF8,hsa00562 hsa01100 hsa04070
Q9BTU6,hsa00562 hsa01100 hsa04070
Q8TCG2,hsa00562 hsa01100 hsa04070
Q13492,
P37287,hsa00563 hsa01100
Q92521,hsa00563 hsa01100
Q92535,hsa00563 hsa01100
Q07326,hsa00563 hsa01100
Q5H8A4,hsa00563
Q14442,hsa00563 hsa01100
Q92643,hsa00563 hsa01100
Q9Y2B2,hsa00563 hsa01100
Q9H3S5,hsa00563 hsa01100
O95427,hsa00563 hsa01100
Q8TEQ8,hsa00563 hsa01100
P57054,hsa00563 hsa01100
Q9BRB3,hsa00563 hsa01100
Q96S52,hsa00563 hsa01100
Q9H490,hsa00563 hsa01100
Q9NUD9,hsa00563 hsa01100
Q7Z7B1,hsa00563 hsa01100
Q8TBF5,hsa00563 hsa01100
Q3MUY2,hsa00563 hsa01100
Q86VD9,hsa00563
Q9NUJ7,
Q0VAA5,
Q63HM9,
Q00169,
P48739,
O00562,
Q9BZ72,
Q9UKF7,
Q8TCU6,hsa04062
Q70Z35,
P42336,hsa00562 hsa04012 hsa04014 hsa04015 hsa04024 hsa04062 hsa04066 hsa04068 hsa04070 hsa04071 hsa04150 hsa04151 hsa04152 hsa04210 hsa04370 hsa04380 hsa04510 hsa04550 hsa04611 hsa04620 hsa04630 hsa04650 hsa04660 hsa04662 hsa04664 hsa04666 hsa04668 hsa04670 hsa04722 hsa04725 hsa04750 hsa04810 hsa04910 hsa04914 hsa04915 hsa04917 hsa04919 hsa04923 hsa04930 hsa04931 hsa04932 hsa04960 hsa04973 hsa05100 hsa05142 hsa05146 hsa05160 hsa05161 hsa05162 hsa05164 hsa05166 hsa05169 hsa05200 hsa05203 hsa05205 hsa05210 hsa05211 hsa05212 hsa05213 hsa05214 hsa05215 hsa05218 hsa05220 hsa05221 hsa05222 hsa05223 hsa05230 hsa05231
P42338,hsa00562 hsa04012 hsa04014 hsa04015 hsa04024 hsa04062 hsa04066 hsa04068 hsa04070 hsa04071 hsa04150 hsa04151 hsa04152 hsa04210 hsa04370 hsa04380 hsa04510 hsa04550 hsa04611 hsa04620 hsa04630 hsa04650 hsa04660 hsa04662 hsa04664 hsa04666 hsa04668 hsa04670 hsa04722 hsa04725 hsa04750 hsa04810 hsa04910 hsa04914 hsa04915 hsa04917 hsa04919 hsa04923 hsa04930 hsa04931 hsa04932 hsa04960 hsa04973 hsa05100 hsa05142 hsa05146 hsa05160 hsa05161 hsa05162 hsa05164 hsa05166 hsa05169 hsa05200 hsa05203 hsa05205 hsa05210 hsa05211 hsa05212 hsa05213 hsa05214 hsa05215 hsa05218 hsa05220 hsa05221 hsa05222 hsa05223 hsa05230 hsa05231
O00329,hsa00562 hsa04012 hsa04014 hsa04015 hsa04024 hsa04062 hsa04066 hsa04068 hsa04070 hsa04071 hsa04150 hsa04151 hsa04152 hsa04210 hsa04370 hsa04380 hsa04510 hsa04550 hsa04611 hsa04620 hsa04630 hsa04650 hsa04660 hsa04662 hsa04664 hsa04666 hsa04668 hsa04670 hsa04722 hsa04725 hsa04750 hsa04810 hsa04910 hsa04914 hsa04915 hsa04917 hsa04919 hsa04923 hsa04930 hsa04931 hsa04932 hsa04960 hsa04973 hsa05100 hsa05142 hsa05146 hsa05160 hsa05161 hsa05162 hsa05164 hsa05166 hsa05169 hsa05200 hsa05203 hsa05205 hsa05210 hsa05211 hsa05212 hsa05213 hsa05214 hsa05215 hsa05218 hsa05220 hsa05221 hsa05222 hsa05223 hsa05230 hsa05231
P48736,hsa00562 hsa04012 hsa04014 hsa04015 hsa04024 hsa04062 hsa04066 hsa04068 hsa04070 hsa04071 hsa04150 hsa04151 hsa04152 hsa04210 hsa04370 hsa04380 hsa04510 hsa04550 hsa04611 hsa04620 hsa04630 hsa04650 hsa04660 hsa04662 hsa04664 hsa04666 hsa04668 hsa04670 hsa04722 hsa04725 hsa04750 hsa04810 hsa04910 hsa04914 hsa04915 hsa04917 hsa04919 hsa04923 hsa04930 hsa04931 hsa04932 hsa04960 hsa04973 hsa05100 hsa05142 hsa05146 hsa05160 hsa05161 hsa05162 hsa05164 hsa05166 hsa05169 hsa05200 hsa05203 hsa05205 hsa05210 hsa05211 hsa05212 hsa05213 hsa05214 hsa05215 hsa05218 hsa05220 hsa05221 hsa05222 hsa05223 hsa05230 hsa05231
O00443,hsa00562 hsa01100 hsa04070
O00750,hsa00562 hsa01100 hsa04070
O75747,hsa00562 hsa01100 hsa04070
Q5T9C9,hsa00562 hsa01100 hsa04144
Q99755,hsa00562 hsa01100 hsa04070 hsa04144 hsa04666 hsa04810 hsa05231
O14986,hsa00562 hsa01100 hsa04070 hsa04144 hsa04666 hsa04810 hsa05231
O60331,hsa00562 hsa01100 hsa04070 hsa04144 hsa04666 hsa04810 hsa05231
P48426,hsa00562 hsa04070 hsa04810
P78356,hsa00562 hsa04070 hsa04810
Q8TBX8,hsa00562 hsa04070 hsa04810
Q9UG56,hsa00564 hsa01100
P48651,hsa00564 hsa01100
Q9BVG9,hsa00564 hsa01100
Q9Y233,hsa00230 hsa05032
Q9HCR9,hsa00230 hsa05032
Q6L8Q7,
P54750,hsa00230 hsa04020 hsa04742 hsa04924 hsa05032
Q01064,hsa00230 hsa04020 hsa04924 hsa05032
Q14123,hsa00230 hsa04020 hsa04740 hsa04924 hsa05032
O00408,hsa00230 hsa04022 hsa04925 hsa05032
Q14432,hsa00230 hsa04022 hsa04024 hsa04924 hsa05032
Q13370,hsa00230 hsa04022 hsa04024 hsa04910 hsa04914 hsa04922 hsa04923 hsa04924 hsa05032
P27815,hsa00230 hsa04024 hsa05032
Q07343,hsa00230 hsa04024 hsa05032
Q08493,hsa00230 hsa04024 hsa05032
Q5VU43,
Q08499,hsa00230 hsa04024 hsa05032
P16499,hsa00230 hsa04744
P35913,hsa00230 hsa04744
P51160,hsa00230
O43924,hsa00230
P18545,hsa00230 hsa04744
Q13956,hsa00230
Q13946,hsa00230 hsa05032
Q9NP56,hsa00230 hsa05032
O60658,hsa00230 hsa05032
O95263,hsa00230 hsa05032
O76083,hsa00230
P35558,hsa00010 hsa00020 hsa00620 hsa01100 hsa01130 hsa03320 hsa04068 hsa04151 hsa04152 hsa04910 hsa04920 hsa04922 hsa04931 hsa04964
Q8TCT1,hsa00564 hsa01100
P17858,hsa00010 hsa00030 hsa00051 hsa00052 hsa01100 hsa01130 hsa01200 hsa01230 hsa03018 hsa04152 hsa05230
Q6VY07,
Q86VP3,
P36871,hsa00010 hsa00030 hsa00052 hsa00230 hsa00500 hsa00520 hsa01100 hsa01130
Q6PCE3,hsa00500
Q96G03,hsa00010 hsa00030 hsa00052 hsa00230 hsa00500 hsa00520 hsa01100 hsa01130
O95394,hsa00520 hsa01130
Q15124,
P52209,hsa00030 hsa00480 hsa01100 hsa01130 hsa01200
P00558,hsa00010 hsa01100 hsa01130 hsa01200 hsa01230
P07205,hsa00010 hsa01100 hsa01130 hsa01200 hsa01230
P18669,hsa00010 hsa00260 hsa01100 hsa01130 hsa01200 hsa01230 hsa04922 hsa05230
P15259,hsa00010 hsa00260 hsa01100 hsa01130 hsa01200 hsa01230 hsa04922 hsa05230
Q8N0Y7,hsa00010 hsa00260 hsa01100 hsa01130 hsa01200 hsa01230 hsa04922 hsa05230
A6NDG6,hsa00630 hsa01100 hsa01130 hsa01200
Q9NRX4,
P0C851,
Q9Y2I7,hsa00562 hsa04070 hsa04145 hsa04810
Q6ZUJ8,hsa04151 hsa04662
Q96FE7,
P27986,hsa04012 hsa04014 hsa04015 hsa04024 hsa04062 hsa04066 hsa04068 hsa04070 hsa04071 hsa04150 hsa04151 hsa04152 hsa04210 hsa04370 hsa04380 hsa04510 hsa04550 hsa04611 hsa04620 hsa04630 hsa04650 hsa04660 hsa04662 hsa04664 hsa04666 hsa04668 hsa04670 hsa04722 hsa04725 hsa04750 hsa04810 hsa04910 hsa04914 hsa04915 hsa04917 hsa04919 hsa04923 hsa04930 hsa04931 hsa04932 hsa04960 hsa04973 hsa05100 hsa05142 hsa05146 hsa05160 hsa05161 hsa05162 hsa05164 hsa05166 hsa05169 hsa05200 hsa05203 hsa05205 hsa05210 hsa05211 hsa05212 hsa05213 hsa05214 hsa05215 hsa05218 hsa05220 hsa05221 hsa05222 hsa05223 hsa05230 hsa05231
O00459,hsa04012 hsa04014 hsa04015 hsa04024 hsa04062 hsa04066 hsa04068 hsa04070 hsa04071 hsa04150 hsa04151 hsa04152 hsa04210 hsa04370 hsa04380 hsa04510 hsa04550 hsa04611 hsa04620 hsa04630 hsa04650 hsa04660 hsa04662 hsa04664 hsa04666 hsa04668 hsa04670 hsa04722 hsa04725 hsa04750 hsa04810 hsa04910 hsa04914 hsa04915 hsa04917 hsa04919 hsa04923 hsa04930 hsa04931 hsa04932 hsa04960 hsa04973 hsa05100 hsa05142 hsa05146 hsa05160 hsa05161 hsa05162 hsa05164 hsa05166 hsa05169 hsa05200 hsa05203 hsa05205 hsa05210 hsa05211 hsa05212 hsa05213 hsa05214 hsa05215 hsa05218 hsa05220 hsa05221 hsa05222 hsa05223 hsa05230 hsa05231
