Protein,x
P42261,hsa04024 hsa04080 hsa04713 hsa04720 hsa04723 hsa04724 hsa04728 hsa04730 hsa05014 hsa05031 hsa05033
P42262,hsa04024 hsa04080 hsa04713 hsa04720 hsa04723 hsa04724 hsa04728 hsa04730 hsa05014 hsa05030 hsa05031 hsa05033
P42263,hsa04024 hsa04080 hsa04713 hsa04723 hsa04724 hsa04728 hsa04730 hsa05031 hsa05033 hsa05202
P48058,hsa04024 hsa04080 hsa04713 hsa04723 hsa04724 hsa04728 hsa05031 hsa05033
Q05586,hsa04014 hsa04015 hsa04020 hsa04024 hsa04080 hsa04713 hsa04720 hsa04724 hsa05010 hsa05014 hsa05016 hsa05030 hsa05031 hsa05033 hsa05034
Q12879,hsa04014 hsa04015 hsa04020 hsa04024 hsa04080 hsa04713 hsa04720 hsa04724 hsa04728 hsa05010 hsa05014 hsa05030 hsa05031 hsa05033 hsa05034 hsa05322
Q13224,hsa04014 hsa04015 hsa04024 hsa04080 hsa04713 hsa04720 hsa04724 hsa04728 hsa05010 hsa05014 hsa05016 hsa05030 hsa05031 hsa05033 hsa05034 hsa05322
Q14957,hsa04020 hsa04024 hsa04080 hsa04713 hsa04720 hsa04724 hsa05010 hsa05014 hsa05030 hsa05031 hsa05033 hsa05034
O15399,hsa04020 hsa04024 hsa04080 hsa04713 hsa04720 hsa04724 hsa05010 hsa05014 hsa05030 hsa05031 hsa05033 hsa05034
Q8TCU5,hsa04024 hsa04080 hsa04724 hsa05030 hsa05031 hsa05033 hsa05034
O60391,hsa04024 hsa04080 hsa04724 hsa05030 hsa05031 hsa05033 hsa05034
Q7Z429,
Q9ULK0,hsa04080
O43424,hsa04080 hsa04730
P39086,hsa04080 hsa04724
Q13002,hsa04080 hsa04724
Q13003,hsa04080 hsa04724
Q16099,hsa04080 hsa04724
Q16478,hsa04080 hsa04724
Q13255,hsa04020 hsa04068 hsa04080 hsa04540 hsa04720 hsa04723 hsa04724 hsa04730 hsa04915
Q14416,hsa04080 hsa04724 hsa05030
Q14832,hsa04080 hsa04724 hsa05030
Q14833,hsa04080 hsa04724 hsa04742
P41594,hsa04020 hsa04080 hsa04540 hsa04720 hsa04723 hsa04724 hsa05016
O15303,hsa04080 hsa04724
Q14831,hsa04080 hsa04724
O00222,hsa04080 hsa04724
Q9Y3R0,
Q9C0E4,
Q86X53,
A1L162,
Q5RHP9,
A6NGS2,
Q6P6B1,
Q7L0X2,
Q5W0A0,
Q9BQ67,
P15104,hsa00220 hsa00250 hsa00630 hsa00910 hsa01100 hsa01230 hsa04724 hsa04727
P48507,hsa00480 hsa01100
Q8TD30,hsa00220 hsa00250 hsa01100 hsa01200 hsa01210 hsa01230
P24298,hsa00220 hsa00250 hsa01100 hsa01200 hsa01210 hsa01230
P17174,hsa00220 hsa00250 hsa00270 hsa00330 hsa00350 hsa00360 hsa00400 hsa01100 hsa01130 hsa01200 hsa01210 hsa01230
Q8NHS2,
P00505,hsa00220 hsa00250 hsa00270 hsa00330 hsa00350 hsa00360 hsa00400 hsa01100 hsa01130 hsa01200 hsa01210 hsa01230 hsa04975
Q9UI32,hsa00220 hsa00250 hsa00471 hsa01100 hsa04724 hsa04727 hsa04964 hsa05206 hsa05230
O94925,hsa00220 hsa00250 hsa00471 hsa01100 hsa04724 hsa04727 hsa04964 hsa05206 hsa05230
Q2KHR3,
Q2TAL8,
Q9H0J4,
O94808,hsa00250 hsa00520 hsa01100 hsa01130 hsa04931
Q9NXS2,
Q16769,
P47897,hsa00970 hsa01100
Q07075,hsa04614
P07814,hsa00860 hsa00970 hsa01100
O75879,hsa00970 hsa01100
O43716,hsa00970 hsa01100
Q5JPH6,hsa00860 hsa00970 hsa01100
Q9NS18,
O76003,
Q86SX6,
A8MXD5,
A6NFK2,
P35754,
Q92947,hsa00071 hsa00310 hsa00380 hsa01100 hsa01130
Q8NEC7,
P08263,hsa00480 hsa00980 hsa00982 hsa05204
P09210,hsa00480 hsa00980 hsa00982 hsa05204
Q16772,hsa00480 hsa00980 hsa00982 hsa05204
O15217,hsa00480 hsa00980 hsa00982 hsa05204
Q7RTV2,hsa00480 hsa00980 hsa00982 hsa05204
Q9Y2Q3,hsa00480 hsa00980 hsa00982 hsa04146 hsa05204
P09488,hsa00480 hsa00980 hsa00982 hsa05204
P28161,hsa00480 hsa00980 hsa00982 hsa05204
P21266,hsa00480 hsa00980 hsa00982 hsa05204
Q03013,hsa00480 hsa00980 hsa00982 hsa05204
P46439,hsa00480 hsa00980 hsa00982 hsa05204
P78417,hsa00480 hsa00980 hsa00982 hsa05204
Q9H4Y5,hsa00480 hsa00980 hsa00982 hsa05204
P30711,hsa00480 hsa00980 hsa00982 hsa05204
P0CG29,hsa00480 hsa00980 hsa00982 hsa05204
P0CG30,hsa00480 hsa00980 hsa00982 hsa05204
O43708,hsa00350 hsa01100
P07203,hsa00480 hsa00590 hsa04918
P18283,hsa00480 hsa00590 hsa04918
P22352,hsa00480 hsa00590 hsa04918
P36969,hsa00480
O75715,hsa00480 hsa00590 hsa04918
P59796,hsa00480 hsa00590 hsa04918
Q96SL4,hsa00480 hsa00590 hsa04918
Q8TED1,hsa00480 hsa00590 hsa04918
P48637,hsa00480 hsa01100
P00390,hsa00480 hsa04918
P04406,hsa00010 hsa01100 hsa01130 hsa01200 hsa01230 hsa04066 hsa05010
O14556,hsa00010 hsa01100
Q8IVS8,
Q14410,hsa00561 hsa01100 hsa03320
Q14409,
Q6ZS86,
P32189,hsa00561 hsa01100 hsa03320
Q6NUI2,hsa00561 hsa00564 hsa01100
Q53EU6,hsa00561 hsa00564 hsa01100
Q86UL3,hsa00561 hsa00564 hsa01100
Q9HCL2,hsa00561 hsa00564 hsa01100
P21695,hsa00564
Q8N335,hsa00564
P43304,hsa00564
O15228,hsa00564 hsa04146
Q9NPB8,hsa00564 hsa05231
Q9NZC3,
Q8N9F7,
Q9HCC8,
Q7L5L3,
Q6W3E5,
Q8WTR4,
Q14749,hsa00260
P50440,hsa00260 hsa00330 hsa01100
P23434,hsa00260 hsa00630 hsa01100 hsa01130
P23378,hsa00260 hsa00630 hsa01100 hsa01130 hsa01200
P23415,hsa04080
P23416,hsa04080
O75311,hsa04080
P48167,hsa04080
A0A0U1RQE8,
Q969I3,
Q8WU03,
Q5SZD4,
Q6IB77,hsa00360
P13807,hsa00500 hsa04151 hsa04152 hsa04910 hsa04922 hsa04931
P54840,hsa00500 hsa04151 hsa04152 hsa04910 hsa04922 hsa04931
P49840,hsa04062 hsa04728 hsa04932
P49841,hsa04012 hsa04062 hsa04110 hsa04151 hsa04310 hsa04340 hsa04360 hsa04390 hsa04510 hsa04550 hsa04660 hsa04662 hsa04722 hsa04728 hsa04910 hsa04916 hsa04917 hsa04919 hsa04931 hsa04932 hsa05010 hsa05160 hsa05162 hsa05164 hsa05166 hsa05200 hsa05210 hsa05213 hsa05215 hsa05217
P46976,
O15488,
A6NH11,
Q9NZD2,
P02724,hsa04640 hsa05144
P06028,hsa05144
P04921,hsa05144
P15421,
P55259,
Q99795,
P14770,hsa04512 hsa04611 hsa04640
P07359,hsa04512 hsa04611 hsa04640
P13224,hsa04512 hsa04611 hsa04640
P51674,
Q13491,
P40197,hsa04512 hsa04611 hsa04640
Q9HCN6,hsa04512 hsa04611
Q96T91,
Q86YW7,
P01215,hsa04080 hsa04912 hsa04913 hsa04917 hsa04918 hsa04923 hsa05320
Q9NU53,
Q14956,
Q4G0N0,
Q8WWB7,
Q8IVK1,
O43292,hsa00563 hsa01100
Q8IV16,
Q99445,
Q96MS3,
Q7Z4J2,
Q68CQ7,
Q9H1C3,
Q4AE62,
Q04760,hsa00620
Q9HC38,
A6NK44,
Q9UBQ7,hsa00260 hsa00620 hsa00630 hsa01100
Q49A26,
P35052,hsa05205
Q8N158,
P51654,hsa05205
O75487,hsa04310
P78333,
Q9Y625,
O95249,hsa04130
O14653,hsa04130
Q9HD26,
I3L273,
Q9UJY5,hsa04142
Q9UJY4,hsa04142
Q9NZ52,hsa04142
Q92538,hsa04144
Q92896,hsa04514
O00461,
Q8NBJ4,
Q9H4A5,
Q9H4A6,
Q9BQQ3,
Q9H8Y8,
Q7L5D6,
Q6ZVE7,
Q9Y3E0,
Q92805,
Q9HBQ8,
Q08379,
Q08378,
Q13439,
Q8TBA6,
Q9NYA3,
A6NDN3,
A6NDK9,
P0CG33,
Q8N7Z2,
A6NI86,
H0YKK7,
Q8N9W4,
H0YM25,
A6NEY3,
A6NEF3,
A8MZA4,
A0A1B0GV03,
A6NEM1,
Q2TAP0,
Q7Z5G4,
A7E2F4,
A8MQT2,
A6NN73,
Q0D2H9,
Q08AF8,
P0CJ92,
A6NC78,
A6NMD2,
D6RF30,
H3BSY2,
F8WBI6,
A6NCC3,
H3BV12,
I6L899,
H3BPF8,
H3BQL2,
Q14789,
Q5T7V8,
Q3T8J9,
P01148,hsa04912
O43555,hsa04912
Q96P88,
P30968,hsa04080 hsa04912
O15499,
P56915,
Q9NZI5,
Q6ISB3,
Q8TE85,
P28676,
P28799,
P22749,
P12544,hsa04080
P10144,hsa04650 hsa04940 hsa05202 hsa05320 hsa05330 hsa05332
P20718,
P49863,
P51124,
O60565,
Q9H772,
P24522,hsa04010 hsa04068 hsa04110 hsa04115
O75293,hsa04010 hsa04068 hsa04110 hsa04115
O95257,hsa04010 hsa04068 hsa04110 hsa04115
P54826,hsa04340
Q99501,
Q8NHY3,
Q86XJ1,
O43903,
Q14393,
O60861,
O95995,
P17677,
P27539,
P55107,
O95390,
Q99988,
Q9UK05,
Q9NR23,
Q5U4N7,
P43026,hsa04060 hsa04350 hsa04390
Q6KF10,hsa04350 hsa04390
Q7Z4P5,hsa04350 hsa04390
O60383,hsa04913
Q99684,
Q5VTD9,
Q13322,
Q14449,
Q14451,
P55789,
P01241,hsa04060 hsa04080 hsa04151 hsa04630
P01242,hsa04060 hsa04080 hsa04151 hsa04630
Q9H3K2,
P10912,hsa04060 hsa04080 hsa04151 hsa04630
Q5TC63,
Q02643,hsa04080
P01286,
Q92847,hsa04024 hsa04080
Q9C091,
Q4ZG55,
Q14353,hsa00260 hsa00330 hsa01100
Q9Y2T3,hsa00230 hsa01100
P49915,hsa00230 hsa00983 hsa01100
Q9P2T1,hsa00230
P32455,
P32456,
Q9H0R5,
Q96PP9,
Q96PP8,
Q8N8V2,
Q6ZN66,
P33402,hsa00230 hsa04022 hsa04270 hsa04540 hsa04611 hsa04713 hsa04730 hsa04921 hsa04924 hsa04970
Q02108,hsa00230 hsa04022 hsa04270 hsa04540 hsa04611 hsa04713 hsa04730 hsa04921 hsa04924 hsa04970
O75343,
Q02153,hsa00230 hsa04022 hsa04270 hsa04540 hsa04611 hsa04713 hsa04730 hsa04921 hsa04924 hsa04970
P25092,hsa00230
Q02846,hsa00230 hsa04740 hsa04744
P51841,hsa00230 hsa04744
P43080,hsa04744
Q9UMX6,hsa04744
O95843,hsa04744
Q02747,
Q16661,
Q16774,hsa00230 hsa01100
Q96NT3,
Q9NXP7,
A0A1B0GTK4,
O43593,
Q9H0R4,
Q9BSH5,
P00738,
O00198,
Q96MB7,
Q9UBI9,
O96004,hsa04550
P61296,
Q9ULI3,
C9JCN9,
O75506,
Q14568,
Q58FG1,
Q58FG0,
P08238,hsa04141 hsa04151 hsa04612 hsa04621 hsa04914 hsa04915 hsa05200 hsa05215
Q58FF8,
Q58FF7,
Q58FF6,
Q58FF3,
P34931,hsa03040 hsa04010 hsa04141 hsa04144 hsa04612 hsa04915 hsa05134 hsa05145 hsa05162 hsa05164
O43301,
Q96MM6,
P48723,
Q0VDF9,
"P0DMV9, P0DMV8",hsa03040 hsa04010 hsa04141 hsa04144 hsa04612 hsa04915 hsa05134 hsa05145 hsa05162 hsa05164
P54652,hsa03040 hsa04010 hsa04141 hsa04144 hsa04612 hsa04915 hsa05134 hsa05145 hsa05162 hsa05164
P17066,hsa03040 hsa04010 hsa04141 hsa04144 hsa04612 hsa04915 hsa05134 hsa05145 hsa05162 hsa05164
P48741,
P11142,hsa03040 hsa04010 hsa04141 hsa04144 hsa04612 hsa04915 hsa05134 hsa05145 hsa05162 hsa05164
Q9Y547,
Q16082,hsa05205
Q12988,
O14558,
Q9UBY9,
Q9UJY1,
Q9BQS6,
P61604,
Q92598,hsa04141
Q00613,hsa05134
O75031,
Q03933,
Q9ULV5,
Q4G112,
Q9UBD0,
A0A1B0GTS1,
A0A1B0GWH4,
Q96LI6,
Q9BVR0,
Q5VTY9,
Q9HCP6,
Q96QV1,hsa04024 hsa04340 hsa05200 hsa05217
Q14527,
Q9BYK8,
P42694,
Q8TDG4,
Q9NRZ9,
A6NFD8,
Q9H910,
Q9UK76,
Q96JZ2,
Q9UBK5,hsa04650
O60760,hsa00590 hsa01100
Q03014,hsa04950 hsa05202
Q9NRV9,
Q9Y5Z4,
P09601,hsa00860 hsa04066 hsa04978 hsa05206
P30519,hsa00860 hsa04978
Q96RW7,
Q8NDA2,
Q6ZVN8,
Q30201,
Q9BXL5,
P02042,
P02100,
P69891,
P69892,
Q6B0K9,
P09105,
P02008,
P02790,
Q7LGA3,hsa00534
O60243,hsa00534
Q96MM7,hsa00534
Q8IZP7,hsa00534
P98160,hsa04512 hsa05161 hsa05205
O14792,hsa00534
Q9Y278,hsa00534
Q9Y663,hsa00534
Q9Y662,hsa00534
Q9Y661,
Q8IZT8,hsa00534
Q96QI5,
Q68CP4,hsa00531 hsa01100 hsa04142
Q8WWQ2,hsa00531 hsa01100 hsa05205
Q9Y251,hsa00531 hsa01100 hsa05205
Q99075,hsa04012 hsa04912 hsa04915 hsa05120 hsa05205 hsa05219
Q14CZ8,
Q96D42,
Q8TDQ0,
Q6WQI6,
P14210,hsa04014 hsa04015 hsa04151 hsa04510 hsa05144 hsa05200 hsa05205 hsa05211 hsa05218
O14964,hsa04144 hsa04145
P41235,hsa04152 hsa04950
Q14541,hsa04950
Q5TGJ6,
P51858,
Q9Y3E1,
Q7Z4V5,
P81172,
Q6MZM0,
Q9BQS7,hsa00860 hsa04978
P05981,hsa05203
Q14469,hsa03460 hsa04330 hsa04950
Q9Y543,
Q5TGS1,
Q9HCC6,
Q5TA89,hsa04330
Q96HZ4,
Q9BYE0,
Q9Y5J3,
Q9UBP5,
Q9NQ87,
Q5SSJ5,
Q99729,
Q13151,
P09651,hsa03040
Q32P51,hsa03040
P22626,
P51991,hsa03040
P07910,hsa03040
O60812,
B2RXH8,
"B7ZW38, P0DMR1",
O14979,
Q14103,
P52597,
P31943,
P55795,
P31942,
P61978,hsa03040 hsa05168 hsa05203 hsa05206
Q8WVV9,
P14866,
O43390,
Q9BUJ2,hsa05164
Q1KMD3,
O94992,
Q96MH2,
P52789,hsa00010 hsa00051 hsa00052 hsa00500 hsa00520 hsa00524 hsa01100 hsa01130 hsa01200 hsa04066 hsa04910 hsa04930 hsa04973 hsa05230
P52790,hsa00010 hsa00051 hsa00052 hsa00500 hsa00520 hsa00524 hsa01100 hsa01130 hsa01200 hsa04066 hsa04910 hsa04930 hsa04973 hsa05230
Q8WVB3,hsa00511
P06865,hsa00511 hsa00520 hsa00531 hsa00603 hsa00604 hsa01100 hsa04142
P07686,hsa00511 hsa00520 hsa00531 hsa00603 hsa00604 hsa01100 hsa04142
Q00341,
Q9NP66,
Q9P0W2,
P17096,
P52926,hsa05202 hsa05206
B2RPK0,
P09429,hsa03410
P26583,
O15347,
Q8WW32,
Q86SG4,
P05204,
Q15651,
O00479,
P05114,hsa05168
P82970,
Q7Z353,
P37235,
Q9UM19,
P84074,
P50135,hsa00340
P35367,hsa04020 hsa04080 hsa04750
P25021,hsa04020 hsa04080 hsa04971
Q9Y5N1,hsa04080
Q9H3N8,hsa04080
P15515,hsa04970
P15516,hsa04970
P42357,hsa00340 hsa01100
P19113,hsa00340 hsa01100
P23327,
Q6UXD1,
P04196,
P49773,
Q9BX68,
Q9NQE9,
P49590,hsa00970
P12081,hsa00970
Q8TCT9,
O97980,
A8MTL9,
P57053,
Q9BQA5,
Q9NWY4,
O14929,hsa05034
P54198,
Q02539,
P16401,
P16403,
P16402,
P10412,
P22492,
Q96QV6,hsa05034 hsa05322
Q93077,hsa05034 hsa05322
P20671,hsa05034 hsa05322
P04908,hsa05034 hsa05322
Q96KK5,hsa05034 hsa05322
P0C0S8,hsa05034 hsa05322
Q99878,hsa05034 hsa05322
Q96A08,hsa05034 hsa05203 hsa05322
P33778,hsa05034 hsa05203 hsa05322
"P58876, P62807",hsa05034 hsa05203 hsa05322
Q93079,hsa05034 hsa05203 hsa05322
P06899,hsa05034 hsa05203 hsa05322
O60814,hsa05034 hsa05203 hsa05322
Q99880,hsa05034 hsa05203 hsa05322
Q99879,hsa05034 hsa05203 hsa05322
Q99877,hsa05034 hsa05203 hsa05322
P23527,hsa05034 hsa05203 hsa05322
P68431,hsa05034 hsa05202 hsa05322
Q99525,hsa05034 hsa05203 hsa05322
P62805,hsa05034 hsa05203 hsa05322
Q6FI13,hsa05034 hsa05322
Q8IUE6,hsa05034 hsa05322
Q16777,hsa05034 hsa05322
Q6DN03,
Q6DRA6,
Q16778,hsa05034 hsa05203 hsa05322
Q5QNW6,hsa05034 hsa05203 hsa05322
Q71DI3,hsa05034 hsa05202 hsa05322
Q7L7L0,hsa05034 hsa05322
Q8N257,hsa05034 hsa05203 hsa05322
Q16695,hsa05034 hsa05202 hsa05322
Q13547,hsa04110 hsa04330 hsa04919 hsa05016 hsa05034 hsa05169 hsa05200 hsa05202 hsa05203 hsa05220
Q969S8,hsa05034 hsa05203
Q96DB2,hsa05034 hsa05203
Q92769,hsa04110 hsa04330 hsa04919 hsa05016 hsa05034 hsa05169 hsa05200 hsa05202 hsa05203 hsa05220
O15379,hsa04919 hsa05034 hsa05203
Q9UBN7,hsa05034 hsa05203
Q8WUI4,hsa05034 hsa05203
Q9BY41,hsa05034 hsa05203
Q9UKV0,hsa05034 hsa05203
P60008,
P50747,hsa00780 hsa01100
P53701,hsa00860
P49639,
P31260,hsa05202
P31270,
P31271,
O43364,
O43365,
Q00056,
P20719,
P31267,
P31268,
P31269,
P14653,
Q92826,
P14652,
P14651,
P17483,
P09067,
P17509,
P09629,
P17481,
P17482,
Q9NYD6,
O43248,
P31275,
P31276,
P09017,
Q00444,
P09630,
P31273,
P31274,
Q9GZZ0,
P28358,hsa05205 hsa05206
P31277,
P35452,
P35453,
P31249,
P09016,
P13378,
P28356,
Q8IX15,
Q6NT76,
Q86Z02,
Q9H2X6,
Q9H422,
Q8NE63,
Q86YM7,hsa04068 hsa04724
Q9NSB8,hsa04068 hsa04724
Q86YV5,
Q9UJC3,
Q96ED9,
Q86VS8,
P57058,
Q86YZ3,
Q9NWW0,
Q9Y5Z7,hsa05168
P15822,
P31629,
Q5T1R4,
P54257,hsa04727 hsa05016
O75146,
O00291,hsa05016
Q9NX55,
O75409,
P10915,
Q9GZV7,
Q96S86,
Q86UW8,
Q14520,
Q5JVS0,
O75330,hsa04512
Q92839,
Q92819,
O00219,
Q12794,hsa00531 hsa01100
Q12891,hsa00531 hsa01100
O43820,hsa00531 hsa01100
Q2M3T9,hsa00531 hsa01100
Q96D96,
P14060,hsa00140 hsa01100 hsa04913 hsa04925
P26439,hsa00140 hsa01100 hsa04913 hsa04925
Q9H2F3,hsa00120 hsa01100
Q9UJM8,hsa00630 hsa01100 hsa01130 hsa01200 hsa04146
Q9NYQ3,hsa00630 hsa01100 hsa01130 hsa01200 hsa04146
Q16836,hsa00062 hsa00071 hsa00280 hsa00310 hsa00380 hsa00650 hsa01100 hsa01130 hsa01212
Q16775,hsa00620
Q6PII5,hsa00620
Q9BXC0,hsa04024
Q8TDS4,hsa04024
P49019,hsa04024
A2RU49,hsa00310 hsa01100
P08397,hsa00860 hsa01100
P15428,hsa05202
Q7Z5J1,
P28845,hsa00140 hsa00980 hsa01100 hsa05204
P80365,hsa00140 hsa04960
P14061,hsa00140 hsa01100 hsa04913
Q99714,hsa00280 hsa01100 hsa01130 hsa05010
Q8NBQ5,
Q53GQ0,hsa00062 hsa00140 hsa01040 hsa01100 hsa01212
Q7Z5P4,
Q9BPX1,
P37059,hsa00140 hsa01100 hsa04913
P37058,hsa00140 hsa01100
P51659,hsa00120 hsa01100 hsa04146
O14756,hsa00140 hsa00830 hsa01100
P56937,hsa00100 hsa00140 hsa01100 hsa01130 hsa04913
Q92506,hsa00140 hsa01100
Q3SXM5,
Q6YN16,
O60741,
Q9UL51,hsa04024
Q9P1Z3,
Q9Y3Q4,hsa04024
O43612,
O43613,hsa04080
O43614,hsa04080
P00492,hsa00230 hsa00983 hsa01100
Q9NWT6,
Q16665,hsa04066 hsa04919 hsa05200 hsa05205 hsa05211 hsa05230 hsa05231
Q9Y2N7,
Q9Y5L2,
P22304,hsa00531 hsa01100 hsa04142
P35475,hsa00531 hsa01100 hsa04142
A1L0T0,
Q9BTL4,
Q9Y5U9,
P46695,
Q5T953,
Q5VY09,
A1A4Y4,hsa05145
Q8WZA9,
Q6NXR0,
Q96ID5,
P78318,
P01876,
P01877,
P01880,
P01854,
P01857,
P01859,
P01860,
P01861,
P01871,
A0A0C4DH62,
A0A0C4DH31,
A0A0C4DH33,
A0A0C4DH29,
A0A0A0MS14,
P01743,
A0A0C4DH39,
P01742,
"A0A0G2JMI3, A0A0B4J2H0",
P23083,
A0A0B4J1V2,
P01817,
P01814,
P01762,
P01766,
A0A0B4J1V0,
A0A0C4DH30,
A0A0C4DH32,
A0A0B4J1V1,
P01764,
P01768,
P01772,
A0A0C4DH35,
A0A0C4DH36,
A0A0B4J1X8,
P01763,
A0A0A0MS15,
P01767,
A0A075B6Q5,
A0A0C4DH42,
P01780,
A0A0B4J1Y9,
A0A0B4J1V6,
A0A0B4J1X5,
P01782,
A0A0C4DH34,
"P0DP07, A0A087WSY4",
P06331,
P01824,
A0A075B6R2,
P01825,
A0A0C4DH41,
A0A0C4DH38,
A0A0B4J1U7,
A0A0B4J1V7,
"P01601, P01834",
A0A0A0MT89,
A0A0C4DH73,
P04430,
P01599,
A0A075B6S5,
P01597,
P01602,
A0A0C4DH72,
A0A0C4DH67,
A0A0C4DH69,
P01611,
A0A0B4J2D9,
A0A075B6S4,
"P01593, P01594",
A0A075B6S9,
P04432,
A0A075B6H8,
A0A0B4J1Z2,
A0A087WSZ0,
A0A0C4DH68,
A0A075B6P5,
P06310,
"P01614, A0A087WW87",
A0A075B6R9,
A0A0A0MRZ7,
P01615,
A0A075B6S2,
A0A075B6S6,
P01624,
P01619,
A0A075B6H7,
"P04433, A0A0A0MRZ8",
A0A087WSY6,
A0A0C4DH25,
A0A0C4DH55,
P06312,
P06315,
A0A0C4DH24,
A0A0A0MT36,
A0A0C4DH26,
P0CG04,
P0DOY2,
P0DOY3,
P0CF74,
A0M8Q6,
A0A0A0MT76,
P15814,
B9A064,
A0A0B4J1U3,
P01703,
P01699,
P01700,
A0A075B6I6,
P01701,
A0A075B6I4,
A0A075B6I3,
P01706,
P01704,
A0A075B6J9,
P01705,
A0A075B6J2,
P01709,
P01715,
A0A075B6K4,
A0A075B6K2,
A0A075B6K0,
P01714,
P80748,
A0A075B6J6,
P01717,
P01718,
A0A0A0MS00,
A0A075B6K5,
A0A075B6K6,
A0A075B6I1,
A0A075B6H9,
A0A075B6J1,
A0A087WSX0,
A0A075B6I7,
A0A0A0MRZ9,
P01721,
P04211,
A0A075B6I9,
A0A075B6I0,
A0A0B4J1Y8,
Q86SU0,
Q71H61,
P38935,
Q8IVU1,
Q8TDY8,
Q6UXK2,
O14498,
Q8N6C5,
Q6WRI0,
Q5DX21,
Q8N9C0,
A1L1A6,
O75054,
Q9NSI5,hsa04530 hsa05120
O95976,
Q969P0,
Q9P2J2,
Q9UPX0,
Q86VF2,
Q9P2X3,
Q9UI26,
O94829,
Q8TEX9,
O00410,
O95373,
O15397,
Q96P70,
O15225,
Q14623,hsa04340
P14902,hsa00380 hsa01100 hsa05143
Q6ZQW0,hsa00380 hsa01100 hsa05143
O95050,hsa00380 hsa00450
O75144,hsa04514 hsa04672
Q9Y6W8,hsa04514 hsa04660 hsa04672 hsa05340
Q9Y6Y0,hsa05164
P05111,
P08476,hsa04060 hsa04350 hsa04550
P09529,hsa04060 hsa04350 hsa04550
P55103,hsa04060 hsa04350 hsa04550
P58166,hsa04060 hsa04350 hsa04550
Q9P2D0,
Q0VD86,
P41134,hsa04015 hsa04350 hsa04390 hsa04550
Q02363,hsa04350 hsa04390 hsa04550 hsa05202
Q14602,
Q02535,hsa04350 hsa04550
P47928,hsa04350 hsa04550
Q9UK53,
Q9H160,
Q9NXR8,
Q9UNL4,
Q8WYH8,
O14920,hsa04010 hsa04014 hsa04062 hsa04064 hsa04068 hsa04150 hsa04151 hsa04210 hsa04380 hsa04620 hsa04621 hsa04622 hsa04623 hsa04660 hsa04662 hsa04668 hsa04722 hsa04910 hsa04920 hsa04930 hsa04931 hsa04932 hsa05120 hsa05131 hsa05142 hsa05145 hsa05160 hsa05161 hsa05164 hsa05166 hsa05168 hsa05169 hsa05200 hsa05206 hsa05212 hsa05215 hsa05220 hsa05221 hsa05222
O95163,
Q14164,hsa04620 hsa04622 hsa04623 hsa05160 hsa05161 hsa05162 hsa05164 hsa05168
Q9NQS7,
Q16891,
Q96LU5,hsa03060
Q96T52,hsa03060
P20839,hsa00230 hsa00983 hsa01100
P12268,hsa00230 hsa00983 hsa01100
Q9BY32,hsa00230 hsa00983 hsa01100
Q3MIP1,
Q8IWB1,
Q6GPH6,
Q14643,hsa04020 hsa04022 hsa04070 hsa04114 hsa04270 hsa04540 hsa04611 hsa04713 hsa04720 hsa04723 hsa04724 hsa04725 hsa04726 hsa04728 hsa04730 hsa04750 hsa04912 hsa04915 hsa04918 hsa04921 hsa04922 hsa04924 hsa04925 hsa04970 hsa04971 hsa04972 hsa05010 hsa05016 hsa05205
Q14571,hsa04020 hsa04022 hsa04070 hsa04114 hsa04270 hsa04540 hsa04611 hsa04720 hsa04723 hsa04724 hsa04725 hsa04726 hsa04728 hsa04730 hsa04750 hsa04912 hsa04915 hsa04918 hsa04921 hsa04922 hsa04924 hsa04925 hsa04970 hsa04971 hsa04972 hsa05010 hsa05205
Q14573,hsa04020 hsa04022 hsa04070 hsa04114 hsa04270 hsa04540 hsa04611 hsa04713 hsa04720 hsa04723 hsa04724 hsa04725 hsa04726 hsa04728 hsa04730 hsa04742 hsa04750 hsa04911 hsa04912 hsa04915 hsa04918 hsa04921 hsa04922 hsa04924 hsa04925 hsa04970 hsa04971 hsa04972 hsa05010 hsa05205
Q92551,hsa04070
Q9UHH9,hsa04070
Q96PC2,hsa04070
P29218,hsa00562 hsa01100 hsa04070
O14732,hsa00562 hsa01100 hsa04070
Q9NX62,hsa00562 hsa00920 hsa01100 hsa04070
Q8NFU5,hsa00562 hsa01100 hsa04070
O15357,hsa00562 hsa04070 hsa04662 hsa04666 hsa04910
P49441,hsa00562 hsa01100 hsa04070
Q96PE3,hsa00562 hsa01100 hsa04070
O15327,hsa00562 hsa01100 hsa04070
Q14642,hsa00562 hsa01100 hsa04070
P32019,hsa00562 hsa01100 hsa04070
Q92835,hsa00562 hsa04070 hsa04662 hsa04664 hsa04666
Q9NRR6,hsa00562 hsa01100 hsa04070
Q9Y2H2,
Q15735,hsa00562 hsa01100 hsa04070
Q9BT40,hsa00562 hsa01100 hsa04070
Q9NPH2,hsa00562 hsa01100 hsa01130
Q9H8X2,hsa00562 hsa01100 hsa04070
Q13572,hsa00562 hsa01100 hsa04070
P23677,hsa00562 hsa01100 hsa04020 hsa04070
P27987,hsa00562 hsa01100 hsa04020 hsa04070
Q96DU7,hsa00562 hsa01100 hsa04020 hsa04070
Q1MX18,
P14735,hsa05010
O15503,
Q9Y5U4,
P51460,
Q14641,
Q9Y5Q6,
Q9Y581,
